ascl_id	num_commas	num_semicolons	bibcode	type
1304.002	32	31	2018AJ....156..123A	citation_method
1304.003	1	0	2008A&A...478..971H	described_in
1304.004	2	1	2009JPhCS.172a2081T	described_in
1304.005	3	2	2005MNRAS.356.1222N	described_in
1304.005	3	2	2008MNRAS.386.2101N	described_in
1304.007	1	0	2014MNRAS.437.1662K	described_in
1304.008	1	0	1994ApJ...421..828T	described_in
1304.011	2	1	2013MNRAS.432.1483C	described_in
1304.012	1	0	2012ApJ...754..126F	described_in
1304.013	1	0	2006A&A...445....1R	described_in
1304.015	3	2	2003ApJS..149..447P	described_in
1304.017	2	1	2011MNRAS.412..748C	described_in
1304.018	5	4	2012MNRAS.426..510C	described_in
1304.018	5	4	2013MNRAS.430.3054C	described_in
1304.018	5	4	2012MNRAS.426..510C	citation_method
1304.018	5	4	2013MNRAS.430.3054C	citation_method
1304.022	1	0	2009PhRvD..80d3531C	described_in
1304.022	1	0	2009PhRvD..80d3531C	citation_method
1305.002	4	3	2013ascl.soft05002P	citation_method
1305.003	1	0	2000ApJS..128..561B	described_in
1305.004	1	0	2004MNRAS.352..376A	described_in
1305.005	1	0	2001PhDT........21S	described_in
1305.007	2	1	2013MNRAS.433.2389M	described_in
1305.008	2	1	2013ApJS..207....6Y	described_in
1305.009	3	2	1987CeMec..41...39J	described_in
1305.011	2	1	2006PASP..118..442W	described_in
1305.012	4	3	2001A&A...374..358D	described_in
1305.013	1	0	2013JCAP...06..003B	described_in
1305.014	3	2	2013arXiv1305.2787H	described_in
1305.015	3	2	2008MNRAS.383..557P	described_in
1305.015	3	2	2008MNRAS.383..557P	citation_method
1306.001	4	3	2008A&A...486..655S	described_in
1306.002	4	3	2009ApJS..184..387D	described_in
1306.003	3	2	2011ApJ...737...21L	described_in
1306.004	2	1	1993A&AS...99..513G	described_in
1306.004	2	1	2000SoPh..196..349G	described_in
1306.005	6	5	1993ASPC...52..238C	described_in
1306.006	7	6	2006ApJ...652..610P	described_in
1306.006	7	6	2006ApJ...652..610P	citation_method
1306.009	1	0	2011MNRAS.418..320E	described_in
1306.010	2	1	2002MNRAS.334..569H	described_in
1306.011	2	1	2007ApJ...654....2F	described_in
1306.013	3	2	2011ApJ...737...21L	described_in
1306.014	2	1	1992ApJS...80..753S	described_in
1306.015	2	1	2002ApJ...573..728M	described_in
1306.016	1	0	2006HEAD....9.1358A	described_in
1307.001	9	8	2011A&A...525A.103C	described_in
1307.001	9	8	2011A&A...525A.103C	citation_method
1307.002	4	3	2013JCAP...02..001A	described_in
1307.002	4	3	2013JCAP...02..001A	citation_method
1307.004	1	0	2006PhRvD..73f4035R	described_in
1307.005	1	0	2006MNRAS.372.1187W	described_in
1307.007	4	3	2014A&C.....7....3R	described_in
1307.007	4	3	2014A&C.....7....3R	citation_method
1307.007	4	3	2013ascl.soft07007G	citation_method
1307.008	1	0	2008PASP..120..439C	described_in
1307.009	3	2	2013MNRAS.434.1883K	described_in
1307.010	1	0	2011MNRAS.417.1913R	described_in
1307.011	2	1	2015ApJS..218...14P	described_in
1307.012	2	1	2010NewA...15..614G	described_in
1307.014	2	1	2005MNRAS.363..197M	described_in
1307.014	2	1	2003MNRAS.338...35R	described_in
1307.015	7	6	2010MNRAS.401..371M	described_in
1307.016	2	1	2000AJ....120.3323B	described_in
1307.017	10	9	2011JInst...6P0002S	described_in
1307.017	10	9	2013JInst...8C0003S	citation_method
1307.017	10	9	2006ITNS...53..270A	citation_method
1307.018	1	0	2002PASP..114...98B	described_in
1307.019	3	2	2014MNRAS.439.3591C	described_in
1307.020	5	4	2013ISPL...20..591C	described_in
1308.001	1	0	2013MNRAS.434.3174V	described_in
1308.002	2	1	2013ApJ...774...87V	described_in
1308.003	3	1	2006astro.ph..8501G	described_in
1308.004	4	3	2002MNRAS.335.1037M	described_in
1308.007	1	0	2011PASP..123..237T	described_in
1308.008	1	0	2011PASP..123..237T	described_in
1308.009	6	5	2002A&A...392..169C	described_in
1308.010	2	1	2013MNRAS.435.3406T	described_in
1308.011	1	0	2008SPIE.7020E..45K	described_in
1308.012	2	1	2009ApJ...704.1482P	described_in
1308.013	1	0	2013ApJS..209...21S	described_in
1308.013	1	0	2013ApJS..209...21S	citation_method
1308.013	1	0	2005AN....326..432E	citation_method
1308.014	3	2	1996uxsa.coll..411K	described_in
1308.014	3	2	1996uxsa.coll..411K	citation_method
1308.015	1	0	2009AJ....137.4697Y	described_in
1308.016	10	9	2017arXiv170507628M	described_in
1308.016	10	9	2017arXiv170507628M	citation_method
1308.017	1	0	2012ApJ...744...99L	described_in
1308.018	1	0	2013AJ....146...51D	described_in
1309.002	1	0	2001phot.work...85D	described_in
1309.004	5	4	2010PASP..122.1375B	described_in
1309.004	5	4	2010PASP..122.1375B	citation_method
1309.005	1	0	2013MNRAS.436.2535J	described_in
1309.005	1	0	2013MNRAS.436.2535J	citation_method
1309.006	9	6	2004ASPC..314..350K	described_in
1309.007	7	6	2009ASPC..407..420D	described_in
1309.008	0	0	2009ASPC..407..420D	described_in
1310.001	5	4	2008AN....329..295C	described_in
1310.001	5	4	2015A&C.....9...40J	described_in
1310.001	5	4	2015A&C.....9...40J	citation_method
1310.002	3	2	2012ASPC..461..837L	described_in
1310.003	3	2	2007JOSAA..24.1580H	described_in
1310.004	7	6	2001ASPC..238..404C	described_in
1310.004	7	6	2002A&A...387..733C	described_in
1310.005	4	3	2011ASPC..442..489D	described_in
1310.006	4	3	2013ExA....36...59B	described_in
1310.007	8	7	2013MNRAS.430.2545C	described_in
1311.001	0	0	2012JPhCS.368a2021M	described_in
1311.002	1	0	2012JCAP...04..038S	described_in
1311.002	1	0	2012JCAP...04..038S	citation_method
1311.003	2	1	2007ASPC..376..547H	described_in
1311.004	1	0	2013A&C.....2...18B	described_in
1311.005	1	0	1995ApJ...444..293K	described_in
1311.005	1	0	1979ApJ...228..450R	described_in
1311.006	0	0	2006SPIE.6270E..60F	described_in
1311.006	0	0	2006SPIE.6270E..60F	citation_method
1311.007	4	3	2007ASPC..376..425B	described_in
1311.007	4	3	2007ASPC..376..425B	citation_method
1311.009	1	0	2012MNRAS.419.1294C	described_in
1311.011	2	1	2011MNRAS.415.2101H	described_in
1311.012	7	6	2012arXiv1204.5151H	described_in
1311.012	7	6	2012arXiv1204.5151H	citation_method
1312.001	2	1	2013A&C.....2...54P	described_in
1312.001	2	1	2013A&C.....2...54P	citation_method
1312.002	6	5	2013A&C.....2...67S	described_in
1312.003	1	0	2011ApJ...741...46R	described_in
1312.004	1	0	2013MNRAS.434.1736W	described_in
1312.005	0	0	2003ASPC..295..465P	described_in
1312.006	3	2	2004ASPC..314..456G	described_in
1312.007	2	1	2014MNRAS.441.1741G	described_in
1312.007	2	1	2014MNRAS.441.1741G	citation_method
1312.007	2	1	2012MNRAS.421..169G	citation_method
1312.008	2	1	2012MNRAS.421..169G	described_in
1312.008	2	1	2014MNRAS.441.1741G	citation_method
1312.008	2	1	2012MNRAS.421..169G	citation_method
1312.009	1	0	2003A&A...397..371D	described_in
1312.010	2	1	2007MNRAS.377..815E	described_in
1312.011	1	0	2013ApJ...779..112N	described_in
1312.011	1	0	2013ApJ...779..112N	citation_method
1312.012	3	2	2013JCAP...05..026H	described_in
1312.012	3	2	2013JCAP...05..026H	citation_method
1312.012	3	2	2015JCAP...02..029S	citation_method
1312.013	2	1	2013MNRAS.436.2598W	described_in
1312.013	2	1	2013MNRAS.436.2598W	citation_method
1312.014	1	0	2013A&A...557A.134H	described_in
1401.001	3	2	2007NewA...12..641P	described_in
1401.001	3	2	2008NewA...13..103B	described_in
1401.002	5	4	2012GMD.....5..277W	described_in
1401.003	2	1	2006ASPC..351..343H	described_in
1401.004	0	0	2008ASPC..394..638H	described_in
1401.004	0	0	2011ASPC..442..261B	described_in
1401.004	0	0	2013A&A...559A..96F	described_in
1401.005	4	3	2002ASPC..281..197H	described_in
1401.006	1	0	2011PASP..123.1218A	described_in
1401.006	1	0	2011PASP..123.1218A	citation_method
1401.009	3	2	2007PhRvD..76j4043H	described_in
1401.010	0	0	2015CS&D....8a4009S	described_in
1402.001	1	0	2013ASPC..475..255E	described_in
1402.003	8	7	2013AAS...22124007U	described_in
1402.004	4	3	2014AAS...22325304P	described_in
1402.005	1	0	2017ASPC..512..105B	described_in
1402.005	1	0	2000A&AS..143...33B	citation_method
1402.005	1	0	2014ASPC..485..277B	citation_method
1402.007	1	0	2014A&C.....7..108S	citation_method
1402.008	2	1	2014A&C.....7..108S	described_in
1402.008	2	1	2014A&C.....7..108S	citation_method
1402.009	3	2	2015A&C....10..121R	described_in
1402.010	0	0	2004ASPC..314..392B	described_in
1402.011	7	6	2014MNRAS.439.2386G	described_in
1402.012	2	1	2002ApJ...564..567N	described_in
1402.013	0	0	2011IAUS..280P.120C	described_in
1402.014	11	10	2011IAUS..270..451P	described_in
1402.015	5	4	2014MNRAS.438.1176W	described_in
1402.016	12	11	2013A&A...558A..38M	described_in
1402.017	4	3	2014arXiv1401.4984M	described_in
1402.018	2	1	2014MNRAS.440..387K	described_in
1402.019	3	2	2014MNRAS.442.1805I	described_in
1402.020	3	2	2011A&A...528A.101B	citation_method
1402.020	3	2	2014MNRAS.439.3541P	citation_method
1402.021	4	3	2013PASP..125.1514M	described_in
1402.022	2	1	2007ApJ...669..663M	described_in
1402.024	1	0	2014ASPC..485..375K	described_in
1402.025	3	2	2010arXiv1009.1232L	described_in
1402.025	3	2	2012ApJ...760...97L	described_in
1402.026	3	2	2002A&A...396....1S	described_in
1402.027	5	4	2013A&A...560A..83M	described_in
1402.028	7	6	2014ApJS..210...24S	described_in
1402.029	2	1	2014ApJ...781....5M	described_in
1402.031	1	0	2002JCoPh.179...27D	described_in
1402.031	1	0	2000ApJ...536L..39D	described_in
1402.033	1	0	2013A&A...554A.112R	described_in
1402.034	4	3	2014Ap&SS.349..617C	described_in
1402.034	4	3	2014Ap&SS.349..617C	citation_method
1402.035	1	0	2013arXiv1312.1291Z	described_in
1403.001	4	3	2010NewA...15...16T	described_in
1403.002	2	1	2013A&A...549A...8B	described_in
1403.002	2	1	2014ascl.soft03002B	citation_method
1403.003	2	1	2014MNRAS.442.3380C	described_in
1403.005	3	2	2013ApJ...777...13C	described_in
1403.006	7	6	2009JPhCS.180a2018B	described_in
1403.007	2	1	2013A&A...560A..48P	described_in
1403.008	2	1	1998ASPC..145..216J	described_in
1403.008	2	1	1998ASPC..145..216J	citation_method
1403.009	22	21	1998ASPC..145..161S	described_in
1403.010	1	0	2013MNRAS.434L..51K	described_in
1403.011	2	1	2014MNRAS.tmpL...8B	described_in
1403.012	2	1	2014A&A...561A.127Y	described_in
1403.013	1	0	1999A&AS..139..393L	described_in
1403.014	1	0	2014A&A...561A..86M	described_in
1403.015	1	0	2014NewA...30...79L	described_in
1403.016	3	2	2010PASP..122.1518G	described_in
1403.017	1	0	2002MNRAS.333..400C	described_in
1403.018	1	0	2008MNRAS.390...71C	described_in
1403.018	1	0	2008MNRAS.390...71C	citation_method
1403.019	1	0	2006MNRAS.366..787K	described_in
1403.020	2	1	2012MNRAS.427.3427M	described_in
1403.021	4	3	1993ESOC...47...33D	described_in
1403.024	4	3	2009ASPC..411..575D	described_in
1403.025	1	0	1994ASPC...61..481W	described_in
1403.025	1	0	1994ASPC...61..481W	citation_method
1403.026	0	0	1996ASPC..101..207W	described_in
1404.001	1	0	2013MNRAS.432.1709C	described_in
1404.002	1	0	1997ASSL..218..163A	described_in
1404.002	1	0	1997ASSL..218..163A	citation_method
1404.004	0	0	2004ASPC..314..759G	described_in
1404.005	1	0	2003ApJ...590..586L	described_in
1404.006	1	0	2000MNRAS.315..722H	described_in
1404.007	3	2	2009ASPC..415..365L	described_in
1404.008	1	0	2014A&C.....7...12S	described_in
1404.008	1	0	2014A&C.....7...12S	citation_method
1404.009	2	1	2014arXiv1402.5978K	described_in
1404.010	3	2	2006ApJS..162..375V	described_in
1404.012	1	0	2012PhRvD..86j3528T	described_in
1404.013	3	2	2011PASP..123..622B	described_in
1404.014	2	1	2011PASP..123..638M	described_in
1404.014	2	1	2011PASP..123..638M	citation_method
1404.015	4	3	2014ApJ...787..132D	described_in
1404.015	4	3	2014ApJ...787..132D	citation_method
1404.016	2	1	2016A&C....15...33B	described_in
1404.016	2	1	2016A&C....15...33B	citation_method
1404.017	3	2	2004PASP..116..362C	described_in
1405.003	4	3	2007AJ....134.2398C	described_in
1405.004	2	1	2006ApJ...649..553R	described_in
1405.005	3	2	2000AJ....120.3070T	described_in
1405.002	1	0	2014AJ....148...53G	described_in
1405.001	3	2	1992JGR....9715761C	described_in
1405.001	3	2	2005JQSRT..91..233C	described_in
1405.006	1	0	2007SPIE.6675E..23K	described_in
1405.006	1	0	2007SPIE.6675E..23K	citation_method
1405.007	7	6	2016FrASS...3....8G	described_in
1405.007	7	6	2014IAUS..300..414F	described_in
1405.007	7	6	2013AGUSMSH51A..02F	described_in
1405.008	14	13	2003BaltA..12..167S	described_in
1405.009	10	9	2001ASPC..238..385B	described_in
1405.010	8	7	2012StaUN.213.....P	described_in
1405.011	2	1	2008ASPC..394..650C	described_in
1405.014	2	1	2005ASPC..343...71B	described_in
1405.015	1	0	2001ASPC..232..314D	described_in
1406.001	4	3	1990BAAS...22..917I	described_in
1406.001	4	3	1985ApJ...293..192F	citation_method
1406.001	4	3	1986ApJ...306..490I	citation_method
1406.001	4	3	1990BAAS...22..917I	citation_method
1406.002	1	0	1989PASP..101.1032M	described_in
1406.006	1	0	2005ASPC..347..370A	described_in
1406.010	1	0	2006PASP..118.1666D	described_in
1407.001	1	0	2015A&C....10..116K	described_in
1406.013	5	3	1992ESOC...41..117P	described_in
1406.020	1	0	1986MNRAS.220..845P	citation_method
1407.003	1	0	1992StarB..10....8M	described_in
1406.003	1	0	2013AIPC.1535..128H	described_in
1407.009	2	1	2004IAUS..224..786L	described_in
1407.009	2	1	2005CoAst.146...53L	described_in
1406.018	1	0	1990ApJ...356..513S	described_in
1407.008	1	0	2014ApJ...795...64F	described_in
1407.008	1	0	2014ApJ...795...64F	citation_method
1407.010	2	1	2001ASPC..236..503J	described_in
1407.011	2	1	2007NJPh....9..443B	described_in
1407.011	2	1	2007NJPh....9..443B	citation_method
1407.012	1	0	2011NewA...16..220R	described_in
1407.012	1	0	2011NewA...16..220R	citation_method
1411.010	1	0	2015MNRAS.446.3150V	described_in
1408.002	0	0	2002SPIE.4847..435L	described_in
1408.003	7	6	1997ASPC..125..108G	described_in
1408.003	7	6	1997ASPC..125..108G	citation_method
1407.013	0	0	2012JAVSO..40..852B	described_in
1406.009	2	1	2015A&C....11....1K	described_in
1407.004	1	0	2013ApJ...772..131D	described_in
1407.005	1	0	2014ascl.soft07005O	citation_method
1407.014	10	9	2015A&C.....9....1S	described_in
1407.014	10	9	2015A&C.....9....1S	citation_method
1407.014	10	9	2008MNRAS.386.2101N	citation_method
1407.015	4	3	2014MNRAS.445.2268P	described_in
1407.015	4	3	2014MNRAS.445.2268P	citation_method
1407.016	5	4	2014ApJS..214....3B	described_in
1407.019	1	0	2008ApJS..177..446G	described_in
1407.018	3	2	2012cidu.conf...47V	described_in
1407.018	3	2	2012cidu.conf...47V	citation_method
1407.020	1	0	2008MNRAS.386.1543Z	described_in
1408.011	2	1	2014MNRAS.444.3089H	described_in
1408.001	1	0	2015ApJ...799..226E	described_in
1408.001	1	0	2015ApJ...799..226E	citation_method
1408.005	1	0	2014PASP..126..553P	described_in
1408.006	1	0	2014ASInC..13..469I	described_in
1408.007	8	7	2014A&A...567A..25N	described_in
1408.007	8	7	2014A&A...567A..25N	citation_method
1408.008	2	1	2014MNRAS.444...62Y	described_in
1408.012	1	0	2015ApJ...798...89F	described_in
1411.025	3	2	2013JCAP...04..036F	described_in
1411.026	6	5	2014JCAP...01..050F	described_in
1411.026	6	5	2014JCAP...01..050F	citation_method
1501.009	1	0	2006MNRAS.369.1858M	described_in
1501.009	1	0	2006MNRAS.369.1858M	citation_method
1408.013	2	1	2014JCAP...05..039P	described_in
1408.014	2	1	2006PASA...23...64M	described_in
1408.014	2	1	2014ascl.soft08014H	citation_method
1408.009	1	0	2015A&C....10...43B	described_in
1408.010	3	2	2015A&C....10...43B	described_in
1408.010	3	2	2015A&C....10...43B	citation_method
1408.018	6	5	2015A&C....10...61E	described_in
1408.020	1	0	2014ascl.soft08020S	citation_method
1408.021	3	2	2012arXiv1205.2708D	described_in
1408.022	2	1	2015ExA....39...45C	described_in
1408.022	2	1	2014IAUS..306..307C	described_in
1408.022	2	1	2015ExA....39...45C	citation_method
1408.023	53	52	2014MNRAS.444..606O	described_in
1408.023	53	52	2014MNRAS.444..606O	citation_method
1409.001	1	0	2006ApJ...640..710V	described_in
1409.003	2	1	2009GMD.....2..113K	described_in
1409.002	1	0	1995JGR...100.5599T	described_in
1409.006	4	3	2014A&A...569A.111B	described_in
1409.006	4	3	2014A&A...569A.111B	citation_method
1411.027	1	0	2013APh....48...61V	described_in
1411.027	1	0	2013APh....48...61V	citation_method
1501.008	2	1	2013arXiv1307.4534S	described_in
1501.008	2	1	2013arXiv1307.4534S	citation_method
1409.008	3	2	2012JComS...3..181S	described_in
1711.014	6	5	2017ICRC...35..766D	described_in
1412.010	2	1	2002ApJ...568..939L	described_in
1409.009	1	0	2012ApJS..199...21W	described_in
1409.012	9	8	2015A&C....12...45Z	described_in
1409.012	9	8	2015A&C....12...45Z	citation_method
1409.013	6	5	2013MNRAS.434.1604Z	described_in
1410.001	2	1	2014A&A...571A..71C	described_in
1410.002	1	0	2015A&C....10...54G	described_in
1410.003	1	0	2015MNRAS.450...53H	described_in
1410.004	1	0	2015MNRAS.449.2514K	described_in
1410.004	1	0	2014ascl.soft10004K	citation_method
1410.005	3	2	2015ApJS..216...35Y	described_in
1411.001	1	0	2014ascl.soft11001T	citation_method
1411.003	1	0	2014ascl.soft11003S	citation_method
1504.008	1	0	2014arXiv1411.3816C	described_in
1411.011	1	0	2011MNRAS.415..214M	described_in
1411.009	1	0	2013RMxAC..42..117L	described_in
1411.005	4	3	2015A&C....10....1A	described_in
1411.006	1	0	2015arXiv151201204L	described_in
1411.007	1	0	2012ApJ...753..148B	citation_method
1411.008	1	0	2015ApJS..216...29B	described_in
1411.008	1	0	2015ApJS..216...29B	citation_method
1503.006	2	1	2015A&C....12..100D	described_in
1501.010	3	2	2015ascl.soft01010J	citation_method
1411.013	3	2	2012MNRAS.422.3516W	described_in
1411.014	1	0	2013ApJS..207...25D	described_in
1411.018	0	0	2010SPIE.7735E.102M	citation_method
1411.019	4	3	1991ASPC...19..128T	described_in
1411.021	4	3	1991ASPC...19..128T	described_in
1411.023	4	3	2015A&C....12..146J	citation_method
1411.017	1	0	2014MNRAS.444.2263K	described_in
1411.016	1	0	2014ApJ...785L..32K	described_in
1411.015	1	0	2014MNRAS.442.3686B	described_in
1411.015	1	0	2014MNRAS.442.3686B	citation_method
1504.009	2	1	2014Sci...344..275K	citation_method
1412.009	2	1	2013MNRAS.434..748A	described_in
1412.001	12	11	2015MNRAS.448.1922S	described_in
1412.007	1	0	2014MNRAS.441.1769C	described_in
1412.011	0	0	2015A&C....11...25S	described_in
1412.011	0	0	2015A&C....11...25S	citation_method
1412.011	0	0	2014ascl.soft12011T	citation_method
1412.006	1	0	2013A&C.....3...23M	described_in
1412.004	3	2	2010A&A...513A..46D	described_in
1412.003	1	0	2009IAUS..253..388D	described_in
1412.002	3	2	2013ApJS..205...17W	described_in
1412.013	4	3	2007APh....28..463A	described_in
1412.014	5	4	2000CoPhC.124..290M	described_in
1412.014	5	4	2000CoPhC.124..290M	citation_method
1501.007	3	2	2014A&C.....5...19C	described_in
1501.006	4	3	2014MNRAS.439.2893B	described_in
1501.001	3	2	2012MNRAS.427..948A	described_in
1501.002	1	0	2015MNRAS.446.3389R	described_in
1504.010	1	0	2012CoPhC.183.2006W	described_in
1504.010	1	0	2012CoPhC.183.2006W	citation_method
1501.005	2	1	2014AstBu..69...99M	described_in
1606.002	2	1	2013ASPC..475..307J	described_in
1606.002	2	1	2013ASPC..475..307J	citation_method
1502.022	2	1	2015ApJS..221...24S	citation_method
1501.004	1	0	2013A&C.....3...13Z	described_in
1501.004	1	0	2013A&C.....3...13Z	citation_method
1501.003	1	0	2010JInst...512001Z	described_in
1501.003	1	0	2010JInst...512001Z	citation_method
1501.011	5	4	2015PASP..127..397W	described_in
1501.012	2	1	2015ApJ...800..126K	described_in
1501.012	2	1	2015ascl.soft01012K	citation_method
1504.006	1	0	2015A&C....13...38S	citation_method
1504.006	1	0	2015ascl.soft04006S	citation_method
1504.005	2	1	2015A&C....13...38S	described_in
1504.005	2	1	2015ascl.soft04005S	citation_method
1504.005	2	1	2015A&C....13...38S	citation_method
1502.017	2	1	2015A&C....13...38S	described_in
1502.017	2	1	2015A&C....13...38S	citation_method
1502.017	2	1	2015ascl.soft02017S	citation_method
1501.013	13	12	2015A&A...576A..77S	described_in
1501.013	13	12	2015A&A...576A..78K	described_in
1501.014	5	4	2015AJ....150...92B	described_in
1501.015	1	0	2015MNRAS.448.3206B	described_in
1501.016	1	0	2015ApJ...799..108D	described_in
1502.014	5	4	2015ApJ...810...66H	described_in
1502.018	1	0	2001AmJPh..69..218A	described_in
1502.001	2	1	2015A&A...574A...3P	described_in
1502.001	2	1	2001ApJ...557..389U	described_in
1502.001	2	1	2015A&A...574A...3P	citation_method
1502.001	2	1	2001ApJ...557..389U	citation_method
1502.004	3	2	2015A&A...576A...8V	described_in
1502.004	3	2	2015A&A...576A...8V	citation_method
1502.005	5	4	2014APh....54..110B	described_in
1502.005	5	4	2014APh....54..110B	citation_method
1502.002	4	3	2009M&PS...44.1853G	described_in
1502.002	4	3	2009M&PS...44.1853G	citation_method
1502.006	6	5	2015A&C....12...73P	described_in
1502.006	6	5	2015A&C....12...73P	citation_method
1502.009	9	8	2008StaUN..92.....W	described_in
1502.009	9	8	2015A&C....12..221J	described_in
1502.008	5	4	2015ApJS..217...14D	described_in
1502.010	1	0	2015MNRAS.448.3416R	described_in
1502.010	1	0	2011MNRAS.418..759R	described_in
1502.010	1	0	2011MNRAS.418..759R	citation_method
1502.010	1	0	2015MNRAS.448.3416R	citation_method
1502.011	3	2	2015MNRAS.450L..61H	described_in
1502.013	1	0	2015A&C....10...73A	described_in
1711.019	2	1	2017arXiv171100494L	described_in
1502.019	2	1	2005JASTP..67.1809C	described_in
1502.015	2	1	2015A&A...576A..24L	described_in
1502.021	1	0	2015ascl.soft02021B	citation_method
1503.001	1	0	2015ascl.soft03001B	citation_method
1506.009	1	0	2010ApJ...710..676C	described_in
1505.007	5	4	2015ApJ...812..128C	described_in
1505.007	5	4	2015ApJ...812..128C	citation_method
1502.023	2	1	2013PASP..125.1164W	described_in
1509.006	2	1	2016arXiv160202359B	described_in
1505.004	6	5	2014MNRAS.444.1721M	described_in
1503.002	1	0	2015A&C....11...49M	described_in
1503.003	2	1	2012MNRAS.425.3162K	described_in
1503.010	1	0	2015ascl.soft03010M	citation_method
1503.004	2	1	2015ApJ...808..182G	described_in
1503.011	1	0	2015ApJ...809...25M	described_in
1503.011	1	0	2012ApJ...761....6M	citation_method
1503.011	1	0	2015ascl.soft03011M	citation_method
1509.007	4	3	2015arXiv150207751T	described_in
1509.007	4	3	2013JCAP...06..036T	citation_method
1509.007	4	3	2015arXiv150207751T	citation_method
1504.021	3	2	2014ApJ...796..132D	described_in
1505.005	0	0	2013A&A...550A..53B	described_in
1504.020	5	4	2015A&A...573A.101M	described_in
1603.004	4	3	2016ApJ...833..292M	described_in
1603.004	4	3	2016ApJ...833..292M	citation_method
1603.004	4	3	2016ascl.soft03004M	citation_method
1504.019	3	2	2013A&A...557A..93F	described_in
1504.018	2	1	2015A&A...574A..74S	described_in
1504.001	2	1	2014A&A...561A..57K	described_in
1504.002	2	1	2004SoEn...76..577R	described_in
1504.017	4	3	2012JMPh....3.1882F	described_in
1504.011	5	4	2015A&C....13...58K	described_in
1504.015	3	2	2011arXiv1105.6208H	described_in
1505.002	1	0	2015A&A...576A...6P	described_in
1505.002	1	0	2015A&A...576A...6P	citation_method
1510.007	20	20	2015ascl.soft10007C	citation_method
1504.014	1	0	2015JCAP...08..043A	described_in
1504.014	1	0	2015JCAP...08..043A	citation_method
1504.016	3	2	2016ApJ...825...19W	described_in
1504.016	3	2	2016ApJ...825...19W	citation_method
1905.013	0	0	2013A&A...558A..56D	described_in
1505.008	2	1	2014A&A...561A.125V	described_in
1505.009	2	1	2013arXiv1301.3695D	described_in
1505.012	5	4	2017PASP..129e8005A	described_in
1505.012	5	4	2017PASP..129e8005A	citation_method
1505.012	5	4	2015ascl.soft05012A	citation_method
1506.010	1	0	2002MNRAS.335..267H	described_in
1506.008	5	4	2015A&A...575A..86N	described_in
1506.008	5	4	2015A&A...575A..86N	citation_method
1505.014	3	2	2015MNRAS.451.3385K	described_in
1505.013	8	7	2015A&C....13....1I	described_in
1505.013	8	7	2015A&C....13....1I	citation_method
1505.016	1	0	2012arXiv1210.1833A	described_in
1505.017	2	1	2015MNRAS.450.1856A	described_in
1505.017	2	1	2015MNRAS.450.1856A	citation_method
1505.018	3	2	2011A&A...535A..90P	described_in
1505.019	9	8	2007PASP..119.1325L	described_in
1601.020	12	11	2010ASPC..434..143M	described_in
1505.032	5	4	2006A&A...445..373R	described_in
1505.028	3	2	2016A&A...586A..76J	described_in
1506.007	2	1	2011A&A...529A..13K	described_in
1507.013	6	5	2015A&A...574A..18P	described_in
1507.013	6	5	2015A&A...574A..18P	citation_method
1506.002	2	1	2016ascl.soft09016P	citation_method
1506.002	2	1	2015JCAP...12..057G	citation_method
1506.002	2	1	2013arXiv1308.6288A	citation_method
1506.002	2	1	2014PhRvD..89l3521G	citation_method
1505.020	3	2	2015PASP..127..567I	described_in
1505.020	3	2	2015PASP..127..567I	citation_method
1505.021	1	0	2010MNRAS.409.1534D	described_in
1505.021	1	0	2013MNRAS.430.1694D	described_in
1509.004	2	1	2015JCAP...09..054V	described_in
1505.023	16	15	2011AJ....141...19B	described_in
1505.023	16	15	2014ApJ...789...32B	described_in
1505.023	16	15	2011AJ....141...19B	citation_method
1505.023	16	15	2014ApJ...789...32B	citation_method
1505.027	1	0	2015MNRAS.446.1799O	described_in
1505.027	1	0	2015MNRAS.446.1799O	citation_method
1505.027	1	0	2009MNRAS.398.1601F	citation_method
1505.027	1	0	2008MNRAS.384..449F	citation_method
1505.027	1	0	2013arXiv1306.2144F	citation_method
1505.024	1	0	2015MNRAS.450.3233P	described_in
1505.024	1	0	2015MNRAS.450.3233P	citation_method
1505.025	7	6	2016A&C....16...54B	described_in
1505.026	3	2	2016MNRAS.463.3115T	described_in
1505.026	3	2	2016MNRAS.463.3115T	citation_method
1505.029	3	2	2015A&C....12..212P	described_in
1505.029	3	2	2015A&C....12..212P	citation_method
1505.030	18	17	2015A&A...579A..68G	described_in
1505.031	3	2	2016ApJS..225....4B	described_in
1505.031	3	2	2016ApJS..225....4B	citation_method
1505.033	3	2	2015ApJ...814...63M	described_in
1505.034	1	0	2015ascl.soft05034B	citation_method
1506.006	2	1	2012A&A...540A..80B	described_in
1506.001	6	5	2015ascl.soft06001W	citation_method
1506.005	4	3	2013MNRAS.429.1981B	described_in
1711.013	5	4	2013ApJS..207...30W	described_in
1507.019	0	0	2015A&C....11..126K	described_in
1506.004	2	1	2015ApJ...812...18V	described_in
1507.007	3	2	1998PASA...15..336B	described_in
1507.007	3	2	1998PASA...15..336B	citation_method
1507.007	3	2	1995MNRAS.276..859A	citation_method
1507.007	3	2	1997MNRAS.290..102B	citation_method
1507.007	3	2	1998MNRAS.296.1057B	citation_method
1506.003	11	10	2014A&A...566A..92M	described_in
1506.003	11	10	2014A&A...566A..92M	citation_method
1507.012	3	2	1993BAAS...25..954F	described_in
