id,ascl_id,bibcode,num_citations,credit,num_commas,num_semicolons,type
19,9911.002,1986SPIE..627..733T,695,"National Optical Astronomy Observatories",0,0,described_in
20,9911.002,1993ASPC...52..173T,817,"National Optical Astronomy Observatories",0,0,described_in
21,9911.002,1986SPIE..627..733T,695,"National Optical Astronomy Observatories",0,0,citation_method
22,9911.002,1993ASPC...52..173T,817,"National Optical Astronomy Observatories",0,0,citation_method
33,0003.002,2003ASPC..295..489J,191,"Smithsonian Astrophysical Observatory",0,0,described_in
151,1010.079,2006ITNS...53..270A,2331,"Geant4 Collaboration",0,0,described_in
187,1011.022,2011ApJS..192....9T,494,"The yt project",0,0,described_in
188,1011.022,2011ApJS..192....9T,494,"The yt project",0,0,citation_method
218,1102.013,2002gr.qc....10006V,3,"Collaborative Effort",0,0,described_in
219,1102.014,2012CQGra..29k5001L,209,"Collaborative Effort",0,0,described_in
226,1102.020,1997NewA....2...91G,82,"N-Body Shop",0,0,described_in
276,1105.005,2015ComAC...2....1M,45,"N-Body Shop",0,0,described_in
277,1105.005,2015ComAC...2....1M,45,"N-Body Shop",0,0,citation_method
329,1107.013,2007ASPC..376..127M,1138,"International Consortium Of Scientists",0,0,described_in
330,1107.013,2007ASPC..376..127M,1138,"International Consortium Of Scientists",0,0,citation_method
345,1108.012,1994PhyD...77..320G,24,"Laboratory For Computational Astrophysics",0,0,described_in
346,1108.012,2001ASPC..247..231D,6,"Laboratory For Computational Astrophysics",0,0,described_in
371,1109.016,2009PASP..121...59K,95,"Space Telescope-European Coordinating Facility (Esa)",0,0,described_in
373,1109.019,1997ASPC..125..333A,8,"ESO's Data Management; Very Large Telescope (VLT) Project Divisions; Canadian Astronomical Data Center (CADC)",0,2,described_in
389,1110.012,2014ASPC..485..391C,97,Various,0,0,citation_method
403,1111.001,2010ASPC..434..139O,614,"Herschel Science Ground Segment Consortium",0,0,described_in
409,1111.006,2005PASP..117.1113M,236,"NASA/IPAC Infrared Science Archive; JPL; Caltech; NASA",0,3,described_in
415,1111.012,2007NJPh....9..301C,127,"Computational Information Systems Laboratory At The National Center For Atmospheric Research",0,0,described_in
431,1112.019,2000A&AS..143...33B,415,"Centre de Données Astronomiques de Strasbourg (Cds)",0,0,citation_method
432,1112.019,2014ASPC..485..277B,68,"Centre de Données Astronomiques de Strasbourg (Cds)",0,0,citation_method
434,1201.006,2008ASPC..394..173W,2,"U. S. National Virtual Observatory (VAO)",0,0,described_in
500,1205.007,2012ASPC..461..893D,6,"US Virtual Astronomical Observatory",0,0,described_in
504,1205.011,2008ASPC..394..227A,2,"ESAVO Team",0,0,described_in
505,1206.003,1994ASPC...61..339B,8,"Science Software Branch of the Operations and Engineering Division at STScI",0,0,described_in
586,1210.016,2002SPIE.4847..410B,4,"Space Telescope Science Institute",0,0,described_in
589,1210.020,2007astro.ph..1297M,35,ESO,0,0,described_in
590,1210.021,2004PASP..116..975H,406,"IRS Team at Cornell University",0,0,described_in
591,1210.021,2010PASP..122..231L,89,"IRS Team at Cornell University",0,0,described_in
592,1210.021,2004PASP..116..975H,406,"IRS Team at Cornell University",0,0,citation_method
593,1210.021,2010PASP..122..231L,89,"IRS Team at Cornell University",0,0,citation_method
624,1212.011,2013ASPC..475...49H,6,"STSCI Development Team",0,0,described_in
650,1302.017,1992ASPC...25..120B,6,"European Southern Observatory",0,0,described_in
671,1303.023,2013ascl.soft03023S,26,"STScI development Team",0,0,citation_method
779,1309.008,2009ASPC..407..420D,0,"VOStat Development Group",0,0,described_in
790,1311.001,2012JPhCS.368a2021M,1,"SciDB Team",0,0,described_in
797,1311.006,2006SPIE.6270E..60F,478,"CIAO Development Team",0,0,described_in
798,1311.006,2006SPIE.6270E..60F,478,"CIAO Development Team",0,0,citation_method
810,1312.005,2003ASPC..295..465P,39,"XAssist Development Team",0,0,described_in
832,1401.004,2008ASPC..394..638H,1,"ESO Reflex development Team",0,0,described_in
833,1401.004,2011ASPC..442..261B,12,"ESO Reflex development Team",0,0,described_in
834,1401.004,2013A&A...559A..96F,186,"ESO Reflex development Team",0,0,described_in
839,1401.010,2015CS&D....8a4009S,50,"SunPy Development Team",0,0,described_in
850,1402.010,2004ASPC..314..392B,4,"ESO CPL Development Team",0,0,described_in
853,1402.013,2011IAUS..280P.120C,6,"Cassis Team At Cesr/Irap",0,0,described_in
903,1403.026,1996ASPC..101..207W,3,"IAU SOFA Center",0,0,described_in
907,1404.004,2004ASPC..314..759G,172,"SAS development team",0,0,described_in
964,1408.002,2002SPIE.4847..435L,5,"Infrared Space Observatory (ISO) Development Team",0,0,described_in
967,1407.013,2012JAVSO..40..852B,7,"VStar Team",0,0,described_in
1045,1411.018,2010SPIE.7735E.102M,20,"GPI instrument collaboration",0,0,citation_method
1057,1412.011,2015A&C....11...25S,33,"TraP contributors",0,0,described_in
1058,1412.011,2015A&C....11...25S,33,"TraP contributors",0,0,citation_method
1059,1412.011,2014ascl.soft12011T,2,"TraP contributors",0,0,citation_method
1142,1505.005,2013A&A...550A..53B,27,"EXOEarths Research Team",0,0,described_in
1161,1905.013,2013A&A...558A..56D,44,"SPARK Development Team",0,0,described_in
1218,1507.019,2015A&C....11..126K,2,"VO-India team",0,0,described_in
1250,1509.009,1998Ap&SS.263...99G,0,"Universidad Complutense de Madrid Astrophysics Research Group",0,0,described_in
1298,1905.014,2008ASPC..394..470L,0,"Spitzer Science Center; NASA/IPAC Infrared Science Archive",0,1,described_in
1494,1608.006,2006NewAR..49..655T,7,"Gemini Observatory; AURA",0,1,described_in
1692,1805.030,2014PhRvD..90h2004D,88,"The PyCBC team",0,0,described_in
1743,1708.019,2003SPIE.4841.1548E,368,ESO,0,0,described_in
1744,1708.019,2003SPIE.4841.1548E,368,ESO,0,0,citation_method
1789,1710.019,2004NewA....9..137W,486,"N-Body Shop",0,0,described_in
1790,1710.019,2017MNRAS.471.2357W,55,"N-Body Shop",0,0,described_in
2074,1811.001,2018ascl.soft11001S,0,"STScI development Team",0,0,citation_method
2133,1903.015,1996P&SS...44...65A,361,"NASA Navigation and Ancillary Information Facility",0,0,described_in
2134,1903.015,2018P&SS..150....9A,23,"NASA Navigation and Ancillary Information Facility",0,0,described_in
2135,1903.015,1996P&SS...44...65A,361,"NASA Navigation and Ancillary Information Facility",0,0,citation_method
2136,1903.015,2018P&SS..150....9A,23,"NASA Navigation and Ancillary Information Facility",0,0,citation_method
1,9905.002,1996ApJ...470L..81T,68,"Tegmark, Max",1,0,described_in
2,9906.001,1990ApJ...364..104I,707,"Feigelson, Eric",1,0,described_in
3,9906.001,1992ApJ...397...55F,183,"Feigelson, Eric",1,0,described_in
10,9909.005,1998ApJ...504..405S,217,"Scargle, Jeffrey D.",1,0,described_in
15,9910.004,1995astro.ph..6070B,161,"Bertschinger, Edmund",1,0,described_in
17,9910.008,2001ApJS..133..221K,385,"Kallman, Tim",1,0,described_in
18,9910.009,2000ApJ...533...19B,272,"Knox, Lloyd",1,0,described_in
29,0003.001,2005MNRAS.364.1105S,3848,"Springel, Volker",1,0,described_in
30,0003.001,2001NewA....6...79S,1190,"Springel, Volker",1,0,described_in
31,0003.001,2005MNRAS.364.1105S,3848,"Springel, Volker",1,0,citation_method
32,0003.001,2001NewA....6...79S,1190,"Springel, Volker",1,0,citation_method
42,1004.001,2002ApJS..142....1S,329,"Simard, Luc",1,0,citation_method
45,1007.002,2004MNRAS.347...59B,54,"Barkana, Rennan",1,0,described_in
51,1010.001,1999ASPC..172..487P,71,"Pence, William D.",1,0,described_in
52,1010.001,1999ASPC..172..487P,71,"Pence, William D.",1,0,citation_method
66,1010.012,2010PASJ...62.1017O,144,"Oguri, Masamune",1,0,described_in
67,1010.012,2010PASJ...62.1017O,144,"Oguri, Masamune",1,0,citation_method
70,1010.015,2010Ap&SS.327..173S,19,"Sutherland, Ralph S.",1,0,described_in
71,1010.016,2009MNRAS.395.1055A,115,"Ali-Haimoud, Yacine",1,0,described_in
72,1010.016,2009MNRAS.395.1055A,115,"Ali-Haimoud, Yacine",1,0,citation_method
73,1010.016,2011MNRAS.411.2750S,70,"Ali-Haimoud, Yacine",1,0,citation_method
74,1010.017,2012A&A...539A..95O,132,"Offringa, A. R.",1,0,described_in
75,1010.017,2012A&A...539A..95O,132,"Offringa, A. R.",1,0,citation_method
79,1010.020,2011A&A...526A.108R,17,"Reinecke, Martin",1,0,described_in
85,1010.024,2009arXiv0911.4956Z,22,"Zibetti, Stefano",1,0,described_in
86,1010.024,2009arXiv0911.4956Z,22,"Zibetti, Stefano",1,0,citation_method
100,1010.037,2009ApJ...695..496P,37,"Palmer, David M.",1,0,described_in
105,1010.042,2008PhRvD..78b3002L,50,"Lewis, Antony",1,0,described_in
109,1010.046,2006MNRAS.371..703S,793,"Cardiel, Nicolas",1,0,described_in
110,1010.046,2010ascl.soft10046C,5,"Cardiel, Nicolas",1,0,citation_method
129,1010.063,2006ASPC..351..112B,419,"Bertin, Emmanuel",1,0,described_in
132,1010.065,2009PhRvD..79d4031C,33,"Chu, Yi-Zen",1,0,described_in
135,1010.067,2009MmSAI..80..422B,43,"Bertin, Emmanuel",1,0,described_in
136,1010.067,2009MmSAI..80..422B,43,"Bertin, Emmanuel",1,0,citation_method
137,1010.068,2002ASPC..281..228B,584,"Bertin, Emmanuel",1,0,described_in
138,1010.068,2002ASPC..281..228B,584,"Bertin, Emmanuel",1,0,citation_method
141,1010.070,2009arXiv0906.4123C,42,"Coe, Dan",1,0,described_in
142,1010.071,2007arXiv0711.2989S,1,"Shirokov, Alexander",1,0,described_in
162,1010.085,2009arXiv0910.0896S,0,"Schombert, James",1,0,described_in
169,1011.007,2002A&A...385..337T,1061,"Teyssier, Romain",1,0,described_in
170,1011.007,2002A&A...385..337T,1061,"Teyssier, Romain",1,0,citation_method
171,1011.008,2002ASPC..261..676H,0,"Hynes, R. I.",1,0,described_in
172,1011.009,2009CoPhC.180.1642T,18,"Tomasik, Boris",1,0,described_in
176,1011.012,2008JCAP...11..009F,60,"Frolov, Andrei V.",1,0,described_in
177,1011.012,2008JCAP...11..009F,60,"Frolov, Andrei V.",1,0,citation_method
181,1011.017,2002ApJ...579..430A,28,"Agol, Eric",1,0,described_in
182,1011.017,2002ApJ...579..430A,28,"Agol, Eric",1,0,citation_method
191,1101.002,2012JCoPh.231..759P,255,"Price, Daniel J.",1,0,described_in
192,1101.003,2010arXiv1012.2886L,4,"Laursen, Peter",1,0,described_in
193,1101.003,2011ApJ...728...52L,105,"Laursen, Peter",1,0,citation_method
196,1101.006,2005A&A...435..385Z,56,"Ziegler, U.",1,0,described_in
200,1101.010,2005ASPC..347...29T,719,"Taylor, Mark",1,0,described_in
201,1101.010,2005ASPC..347...29T,719,"Taylor, Mark",1,0,citation_method
204,1102.003,2001astro.ph..2340K,249,"Keeton, Charles R.",1,0,described_in
208,1102.006,1999PASP..111.1333A,352,"Aarseth, Sverre J.",1,0,described_in
216,1102.011,2011MNRAS.413.2860B,16,"Barnes, Joshua E.",1,0,described_in
223,1102.017,2000A&AS..141..165M,360,"Masset, Frederic",1,0,described_in
224,1102.018,1996ASPC..101...80G,173,"Gooch, Richard",1,0,described_in
235,1102.025,2005PhRvD..71h3008L,118,"Lewis, Antony",1,0,described_in
237,1103.001,1994BAAS...26..987S,389,"Shepherd, Martin",1,0,described_in
238,1103.002,2009BlgAJ..11...41L,1,"Pearson, Tim",1,0,described_in
241,1103.004,2007PASA...24..159P,427,"Price, Daniel J.",1,0,described_in
242,1103.004,2007PASA...24..159P,427,"Price, Daniel J.",1,0,citation_method
253,1103.015,2006IAUS..234..467M,24,"Morisset, Christophe",1,0,described_in
254,1103.015,2013ascl.soft04020M,15,"Morisset, Christophe",1,0,citation_method
265,1104.011,1987PASP...99..191S,4434,"Stetson, Peter B.",1,0,described_in
266,1104.012,2012CoPhC.183..418G,4,"Gagunashvili, Nikolai",1,0,described_in
267,1104.013,2009ApJS..182..519C,78,"Mitran, Sorin",1,0,described_in
269,1105.001,2009ASPC..411..510T,1,"Taylor, Mark",1,0,described_in
270,1105.001,2006ASPC..351..666T,139,"Taylor, Mark",1,0,described_in
273,1712.008,2010PhDT.......285C,0,"Coss, David",1,0,described_in
274,1712.008,2010PhDT.......285C,0,"Coss, David",1,0,citation_method
278,1105.006,2007ApJ...664.1234H,33,"Hanasoge, Shravan M.",1,0,described_in
279,1105.007,2008ApJ...689.1379K,33,"Khomenko, E.",1,0,described_in
280,1105.008,1986A&A...170..126S,53,"Steiner, O.",1,0,described_in
284,1105.011,2011ApJ...736..141S,23,"Shamir, Lior",1,0,described_in
287,1106.001,2012CoPhC.183.1822A,40,"Arbey, Alexandre",1,0,described_in
288,1106.001,2012CoPhC.183.1822A,40,"Arbey, Alexandre",1,0,citation_method
290,1106.004,2004AN....325..167S,61,"Sánchez, Sebastián F.",1,0,described_in
291,1106.005,2006AN....327..850S,97,"Sánchez, Sebastián F.",1,0,described_in
292,1106.005,2006AN....327..850S,97,"Sánchez, Sebastián F.",1,0,citation_method
318,1107.007,2013CoPhC.183..456P,111,"Portegies Zwart, Simon",1,0,described_in
319,1107.007,2013A&A...557A..84P,111,"Portegies Zwart, Simon",1,0,described_in
320,1107.007,2013CoPhC.183..456P,111,"Portegies Zwart, Simon",1,0,citation_method
327,1107.011,2007astro.ph..3646S,17,"Schombert, James",1,0,described_in
335,1107.016,2003AAS...203.5307M,1,"Lorimer, D. R.",1,0,described_in
338,1108.004,2012MNRAS.419.3590B,21,"Benson, Andrew",1,0,described_in
344,1108.011,2000ApJ...536..571B,804,"Benítez, Narciso",1,0,described_in
347,1108.016,2004A&A...417..793P,99,"Dullemond, C. P.",1,0,described_in
348,1108.016,2004A&A...417..159D,365,"Dullemond, C. P.",1,0,citation_method
352,1109.002,2008Ap&SS.316..113C,247,"Christensen-Dalsgaard, J.",1,0,described_in
364,1402.023,2014A&C.....5...28L,3,"Lefor, Alan",1,0,described_in
366,1109.013,2010ApJS..191..247T,20,"Townsend, R. H. D.",1,0,described_in
367,1109.014,2000ApJ...536..531W,97,"Wang, Yun",1,0,citation_method
368,1109.014,2004ApJ...606..654W,180,"Wang, Yun",1,0,citation_method
369,1109.014,2012PhRvD..85b3517W,29,"Wang, Yun",1,0,citation_method
370,1109.015,1999ASPC..172..498M,36,"Mink, Jessica",1,0,described_in
374,1109.020,1998ApJ...496..407H,791,"Hillier, John",1,0,described_in
383,1110.006,2012ASPC..461..263B,19,"Bertin, Emmanuel",1,0,described_in
384,1110.006,2012ASPC..461..263B,19,"Bertin, Emmanuel",1,0,citation_method
385,1110.007,2016A&A...593A...1K,25,"Knödlseder, J.",1,0,described_in
386,1110.010,2005MNRAS.362.1038E,135,"Ercolano, Barbara",1,0,described_in
390,1110.013,2013A&A...556A.109F,12,"Stompor, Radek",1,0,described_in
404,1111.002,2010PASP..122.1236M,6,"Mighell, Kenneth John",1,0,described_in
413,1111.010,1996ASPC..101..536R,8,"Roll, John",1,0,described_in
417,1111.014,2012MNRAS.421.1825P,48,"Pál, András",1,0,described_in
418,1111.014,2012MNRAS.421.1825P,48,"Pál, András",1,0,citation_method
425,1112.009,2008PhRvD..77b3002P,25,"Petiteau, Antoine",1,0,described_in
429,1112.015,2001ASPC..238..321D,28,"Demleitner, Markus",1,0,described_in
430,1112.018,2007DDA....38.1311L,0,"Lewis, Mark",1,0,described_in
438,1201.011,2012MNRAS.421.3242W,78,"Whiting, Matthew",1,0,described_in
443,1201.013,2009A&A...503..625S,5,"Sibthorpe, Bruce",1,0,described_in
456,1202.014,2012PASP..124..173B,10,"Benítez-Llambay, Alejandro",1,0,described_in
472,1203.011,2007A&A...466...11G,487,"Guy, Julien",1,0,described_in
473,1203.013,1993ASPC...52..219S,67,"Shortridge, Keith",1,0,described_in
474,1204.001,2003ApJ...599.1333S,138,"Pauldrach, A. W. A.",1,0,described_in
477,1204.004,2009CoPhC.180.2283I,9,"Illenseer, Tobias",1,0,described_in
483,1204.009,2014AdSpR..54.1341G,9,"Goosmann, René W.",1,0,described_in
484,1204.009,2012A&A...548A.121M,43,"Goosmann, René W.",1,0,described_in
485,1204.009,2012A&A...548A.121M,43,"Goosmann, René W.",1,0,citation_method
486,1204.009,2014AdSpR..54.1341G,9,"Goosmann, René W.",1,0,citation_method
489,1204.012,2008ASPC..394..221C,1,"Chéreau, Fabien",1,0,described_in
490,1204.013,2010cosp...38..687J,0,"Tricarico, Pasquale",1,0,described_in
491,1204.015,2010Ap&SS.327..239R,45,"Riffel, Rogemar A.",1,0,described_in
492,1204.016,2002ASPC..281..207J,4,"Pickles, Andrew",1,0,described_in
497,1205.004,1998A&A...330.1109A,326,"Plez, B.",1,0,citation_method
498,1205.004,2012ascl.soft05004P,86,"Plez, B.",1,0,citation_method
502,1205.009,2007A&A...469..783S,204,"Sousa, Sérgio G.",1,0,described_in
506,1206.005,2008MNRAS.384..323L,53,"Löckmann, Ulf",1,0,citation_method
507,1206.006,2009MNRAS.395..931M,39,"Maschberger, Thomas",1,0,described_in
508,1206.007,2008MNRAS.385.1673S,25,"Šubr, Ladislav",1,0,described_in
509,1206.008,1993CeMDA..57..439M,163,"Pflamm-Altenburg, Jan",1,0,citation_method
510,1206.008,1990CeMDA..47..375M,52,"Pflamm-Altenburg, Jan",1,0,citation_method
511,1206.008,2006MNRAS.373..295P,77,"Pflamm-Altenburg, Jan",1,0,citation_method
512,1206.012,2010PASP..122..935E,441,"Eastman, Jason",1,0,described_in
517,1207.004,2011A&A...536A..79R,116,"Robitaille, Thomas",1,0,described_in
518,1207.004,2011A&A...536A..79R,116,"Robitaille, Thomas",1,0,citation_method
521,1207.006,2004PASP..116..148P,79,"Pych, W.",1,0,described_in
531,1208.003,2012PASP..124..737L,41,"Laher, Russ",1,0,described_in
542,1208.010,2012A&A...545A..79S,3,"Schulze-Hartung, Tim",1,0,described_in
543,1208.011,2004MNRAS.352....1F,211,"Fregeau, John",1,0,described_in
549,1208.016,2016A&C....17....1H,47,"Hartman, Joel",1,0,described_in
550,1208.016,2016A&C....17....1H,47,"Hartman, Joel",1,0,citation_method
553,1208.019,2009ASPC..411..251M,1555,"Markwardt, Craig",1,0,described_in
558,1209.003,2011AAS...21743319J,2,"Juric, Mario",1,0,described_in
559,1209.004,2004PASP..116..859M,112,"Maíz Apellániz, Jesús",1,0,described_in
561,1209.006,2012MNRAS.427.2487K,29,"Kipping, David M.",1,0,described_in
567,1209.012,2013PASP..125.1126R,221,"Roussel, Hélène",1,0,described_in
568,1209.012,2013PASP..125.1126R,221,"Roussel, Hélène",1,0,citation_method
571,1209.015,2014A&A...566A...8F,4,"Fioc, Michel",1,0,described_in
573,1210.002,2004PASP..116..138C,1054,"Cappellari, Michele",1,0,described_in
579,1210.010,2013MNRAS.435..115B,43,"Becker, Matthew R.",1,0,described_in
580,1210.010,2013MNRAS.435..115B,43,"Becker, Matthew R.",1,0,citation_method
595,1210.023,1999ApJ...522L..57G,162,"Gammie, Charles F.",1,0,described_in
609,1211.004,1995AJ....109.1371S,38,"Statler, Thomas S.",1,0,described_in
618,1212.007,2005PASA...22..111S,8,"Shamir, Lior",1,0,described_in
623,1212.010,2007pms..conf..109K,93,"Kochukhov, Oleg",1,0,described_in
625,1212.012,2010ApJ...719.1699H,9,"Hahn, Joseph M.",1,0,described_in
629,1301.001,2011ASPC..442..435B,215,"Bertin, Emmanuel",1,0,described_in
630,1301.001,2011ASPC..442..435B,215,"Bertin, Emmanuel",1,0,citation_method
641,1302.010,2009ASPC..411...67M,41,"Masci, Frank",1,0,citation_method
643,1302.012,2001A&A...375..711F,62,"Freitag, Marc Dewi",1,0,described_in
646,1302.015,2011MNRAS.414..350S,190,"Sousbie, Thierry",1,0,described_in
647,1302.015,2011MNRAS.414..350S,190,"Sousbie, Thierry",1,0,citation_method
648,1302.015,2011MNRAS.414..384S,79,"Sousbie, Thierry",1,0,citation_method
656,1303.006,2017AJ....154...38H,21,"Viti, Serena",1,0,described_in
657,1303.006,2017AJ....154...38H,21,"Viti, Serena",1,0,citation_method
666,1303.016,2011PASP..123.1324Y,5,"Yamauchi, Chisato",1,0,described_in
667,1303.017,2013A&C.....2...74F,0,"Friedel, Douglas",1,0,described_in
669,1303.020,2013ASPC..475..319J,2,"Jeschke, Eric",1,0,described_in
672,1303.024,2005MSAIS...8...14K,210,"Kurucz, Robert L.",1,0,described_in
673,1303.026,2013ApJ...764..183B,45,"Brandt, Tim",1,0,described_in
677,1303.030,2006MNRAS.372....2J,224,"Jonsson, Patrik",1,0,described_in
678,1304.001,2013AJ....145..148M,10,"Mighell, Kenneth J.",1,0,described_in
683,1304.003,2008A&A...478..971H,85,"Huertas-Company, Marc",1,0,described_in
687,1304.007,2014MNRAS.437.1662K,27,"Krumholz, Mark R.",1,0,described_in
688,1304.008,1994ApJ...421..828T,385,"Thoul, Anne",1,0,described_in
690,1304.012,2012ApJ...754..126F,64,"Falck, Bridget",1,0,described_in
691,1304.013,2006A&A...445....1R,148,"Rasera, Yann",1,0,described_in
698,1304.022,2009PhRvD..80d3531C,159,"Carlson, Jordan",1,0,described_in
699,1304.022,2009PhRvD..80d3531C,159,"Carlson, Jordan",1,0,citation_method
701,1305.003,2000ApJS..128..561B,49,"Bode, Paul",1,0,described_in
702,1305.004,2004MNRAS.352..376A,187,"Colombi, S.",1,0,described_in
703,1305.005,2001PhDT........21S,293,"Stadel, Joachim",1,0,described_in
709,1305.013,2013JCAP...06..003B,0,"Brown, Iain A.",1,0,described_in
721,1306.009,2011MNRAS.418..320E,40,"Elahi, Pascal Jahan",1,0,described_in
727,1306.016,2006HEAD....9.1358A,3,"Aldcroft, Tom",1,0,described_in
732,1307.004,2006PhRvD..73f4035R,23,"Ringeval, Christophe",1,0,described_in
733,1307.005,2006MNRAS.372.1187W,25,"Wayth, Randall",1,0,described_in
737,1307.008,2008PASP..120..439C,78,"Cotton, Bill",1,0,described_in
739,1307.010,2011MNRAS.417.1913R,162,"Reid, Beth",1,0,described_in
749,1307.018,2002PASP..114...98B,13,"Bernstein, Gary",1,0,described_in
752,1308.001,2013MNRAS.434.3174V,30,"Vasiliev, Eugene",1,0,described_in
756,1308.007,2011PASP..123..237T,106,"Thomas, R. C.",1,0,described_in
757,1308.008,2011PASP..123..237T,106,"Thomas, R. C.",1,0,described_in
760,1308.011,2008SPIE.7020E..45K,43,"Kovacs, Attila",1,0,described_in
762,1308.013,2013ApJS..209...21S,83,"Schirmer, Mischa",1,0,described_in
763,1308.013,2013ApJS..209...21S,83,"Schirmer, Mischa",1,0,citation_method
764,1308.013,2005AN....326..432E,186,"Schirmer, Mischa",1,0,citation_method
767,1308.015,2009AJ....137.4697Y,21,"Yoachim, Peter",1,0,described_in
770,1308.017,2012ApJ...744...99L,214,"Dere, Ken",1,0,described_in
771,1308.018,2013AJ....146...51D,7,"Deen, Casey",1,0,described_in
772,1309.002,2001phot.work...85D,27,"Deeg, Hans J.",1,0,described_in
775,1309.005,2013MNRAS.436.2535J,21,"Johnson, Seth",1,0,described_in
776,1309.005,2013MNRAS.436.2535J,21,"Johnson, Seth",1,0,citation_method
791,1311.002,2012JCAP...04..038S,13,"Sainio, Jani",1,0,described_in
792,1311.002,2012JCAP...04..038S,13,"Sainio, Jani",1,0,citation_method
794,1311.004,2013A&C.....2...18B,16,"Baluev, Roman V.",1,0,described_in
795,1311.005,1995ApJ...444..293K,132,"Martin, P. G.",1,0,described_in
796,1311.005,1979ApJ...228..450R,29,"Martin, P. G.",1,0,described_in
801,1311.009,2012MNRAS.419.1294C,181,"Chluba, Jens",1,0,described_in
808,1312.003,2011ApJ...741...46R,25,"Rowe, Barnaby",1,0,described_in
809,1312.004,2013MNRAS.434.1736W,5,"Weinberg, Martin D.",1,0,described_in
818,1312.009,2003A&A...397..371D,7,"Drory, Niv",1,0,described_in
820,1312.011,2013ApJ...779..112N,17,"Nurgaliev, Daniyar",1,0,described_in
821,1312.011,2013ApJ...779..112N,17,"Nurgaliev, Daniyar",1,0,citation_method
827,1312.014,2013A&A...557A.134H,3,"Hardy, Stephen J.",1,0,described_in
836,1401.006,2011PASP..123.1218A,225,"Aniano, Gonzalo J.",1,0,described_in
837,1401.006,2011PASP..123.1218A,225,"Aniano, Gonzalo J.",1,0,citation_method
840,1402.001,2013ASPC..475..255E,5,"Kawasaki, Wataru",1,0,described_in
843,1402.005,2017ASPC..512..105B,0,"Boch, Thomas",1,0,described_in
844,1402.005,2000A&AS..143...33B,415,"Boch, Thomas",1,0,citation_method
845,1402.005,2014ASPC..485..277B,68,"Boch, Thomas",1,0,citation_method
846,1402.007,2014A&C.....7..108S,9,"Draper, Peter W.",1,0,citation_method
864,1402.024,2014ASPC..485..375K,13,"Kotulla, Ralf",1,0,described_in
871,1402.031,2002JCoPh.179...27D,152,"Dehnen, Walter",1,0,described_in
872,1402.031,2000ApJ...536L..39D,139,"Dehnen, Walter",1,0,described_in
873,1402.033,2013A&A...554A.112R,20,"Reinecke, Martin",1,0,described_in
876,1402.035,2013arXiv1312.1291Z,41,"Zhao, Gong-Bo",1,0,described_in
887,1403.010,2013MNRAS.434L..51K,94,"Kipping, David",1,0,described_in
890,1403.013,1999A&AS..139..393L,278,"Larsen, Søren S.",1,0,described_in
891,1403.014,2014A&A...561A..86M,114,"Magnelli, Benjamin",1,0,described_in
892,1403.015,2014NewA...30...79L,20,"L'Huillier, Benjamin",1,0,described_in
894,1403.017,2002MNRAS.333..400C,220,"Cappellari, Michele",1,0,described_in
895,1403.018,2008MNRAS.390...71C,231,"Cappellari, Michele",1,0,described_in
896,1403.018,2008MNRAS.390...71C,231,"Cappellari, Michele",1,0,citation_method
897,1403.019,2006MNRAS.366..787K,271,"Krajnović, Davor",1,0,described_in
901,1403.025,1994ASPC...61..481W,36,"Wallace, Patrick T.",1,0,described_in
902,1403.025,1994ASPC...61..481W,36,"Wallace, Patrick T.",1,0,citation_method
904,1404.001,2013MNRAS.432.1709C,311,"Cappellari, Michele",1,0,described_in
905,1404.002,1997ASSL..218..163A,184,"Alexander, Tal",1,0,described_in
906,1404.002,1997ASSL..218..163A,184,"Alexander, Tal",1,0,citation_method
908,1404.005,2003ApJ...590..586L,33,"Li, Dylan",1,0,described_in
909,1404.006,2000MNRAS.315..722H,161,"Harries, Tim",1,0,described_in
911,1404.008,2014A&C.....7...12S,7,"Swinbank, John",1,0,described_in
912,1404.008,2014A&C.....7...12S,7,"Swinbank, John",1,0,citation_method
915,1404.012,2012PhRvD..86j3528T,114,"Taruya, Atsushi",1,0,described_in
927,1405.002,2014AJ....148...53G,21,"Gullikson, Kevin",1,0,described_in
930,1405.006,2007SPIE.6675E..23K,28,"Krist, John E.",1,0,described_in
931,1405.006,2007SPIE.6675E..23K,28,"Krist, John E.",1,0,citation_method
940,1405.015,2001ASPC..232..314D,4,"Davenhall, A.C.",1,0,described_in
945,1406.002,1989PASP..101.1032M,189,"Marsh, Thomas R.",1,0,described_in
946,1406.006,2005ASPC..347..370A,2,"Allan, Alasdair",1,0,described_in
947,1406.010,2006PASP..118.1666D,137,"Richmond, Michael W.",1,0,described_in
948,1407.001,2015A&C....10..116K,5,"Konstantopoulos, Iraklis S.",1,0,described_in
950,1406.020,1986MNRAS.220..845P,114,"Penny, Alan J.",1,0,citation_method
951,1407.003,1992StarB..10....8M,1,"Meyerdierks, Horst",1,0,described_in
952,1406.003,2013AIPC.1535..128H,94,"Huege, Tim",1,0,described_in
955,1406.018,1990ApJ...356..513S,431,"Stutzki, J.",1,0,described_in
956,1407.008,2014ApJ...795...64F,128,"Foreman-Mackey, Daniel",1,0,described_in
957,1407.008,2014ApJ...795...64F,128,"Foreman-Mackey, Daniel",1,0,citation_method
961,1407.012,2011NewA...16..220R,12,"Rosales-Ortega, F. F.",1,0,described_in
