ascl_id	credit	num_citations	bibcode
1609.013	Pober, Jonathan	1	2016ascl.soft09013P
1609.016	Potter, Douglas; Stadel, Joachim	3	2016ascl.soft09016P
1609.017	Robitaille, Thomas; Ginsburg, Adam; Beaumont, Chris; Leroy, Adam; Rosolowsky, Erik	5	2016ascl.soft09017R
1609.024	Sanders, Jeremy S.; Fabian, A. C.	2	2016ascl.soft09024S
1610.004	Weilbacher, Peter M.; Streicher, Ole; Palsa, Ralf	9	2016ascl.soft10004W
1610.006	Riccio, Giuseppe; Brescia, Massimo; Cavuoti, Stefano	1	2016ascl.soft10006R
1610.007	VanderPlas, Jake	4	2016ascl.soft10007V
1610.013	Cubillos, Patricio; Harrington, Joseph; Lust, Nate; Foster, AJ; Stemm, Madison; Loredo, Tom; Stevenson, Kevin; Campo, Chris; Hardin, Matt; Hardy, Ryan	1	2016ascl.soft10013C
1610.015	Ritter, Christian; Côté, Benoit	4	2016ascl.soft10015R
1610.016	Salvatier, John; Wiecki​, Thomas V.; Fonnesbeck, Christopher	12	2016ascl.soft10016S
1611.003	Bacon, Roland; Piqueras, Laure; Conseil, Simon; Richard, Johan; Shepherd, Martin	9	2016ascl.soft11003B
1611.006	McMillan, Paul J.	3	2016ascl.soft11006M
1611.009	Nikutta, Robert; Agliozzo, Claudia	2	2016ascl.soft11009N
1611.010	Terlouw, J.P.; Vogelaar, M.G.R.	1	2016ascl.soft11010T
1611.012	Kavanagh, Bradley; Catena, Riccardo; Kouvaris, Chris	1	2016ascl.soft11012K
1611.014	Reese, Daniel R.	2	2016ascl.soft11014R
1611.016	Schnetter, Erik; Hawley, Scott; Hawke, Ian	1	2016ascl.soft11016S
1611.017	Barbary, Kyle; Barclay, Tom; Biswas, Rahul; Craig, Matt; Feindt, Ulrich; Friesen, Brian; Goldstein, Danny; Jha, Saurabh; Rodney, Steve; Sofiatti, Caroline; Thomas, Rollin C.; Wood-Vasey, Michael	10	2016ascl.soft11017B
1611.021	Punzo, Davide; van der Hulst, Thijs; Roerdink, Jos; Fillion-Robin, Jean-Christophe	1	2016ascl.soft11021P
1612.002	Herenz, Edmund Christian; Wistozki, Lutz	2	2016ascl.soft12002H
1612.009	de Val-Borro, Miguel; Wilson, Thomas G.	2	2016ascl.soft12009D
1612.014	Badnell, Nigel R.	1	2016ascl.soft12014B
1612.016	Saitoh, Takayuki R.	2	2016ascl.soft12016S
1612.018	Tsiaras, A.; Waldmann, I. P.; Rocchetto, M.; Varley, R.; Morello, G.; Damiano, M.; Tinetti, G.	1	2016ascl.soft12018T
1612.020	Smith, Britton D.; Bryan, Greg L.; Glover, Simon C. O.; Goldbaum, Nathan J.; Turk, Matthew J.; Regan, John; Wise, John H.; Schive, Hsi-Yu; Abel, Tom; Emerick, Andrew; O'Shea, Brian W.; Anninos, Peter; Hummels, Cameron B.; Khochfar, Sadegh	1	2016ascl.soft12020S
1701.004	Millea, Marius	5	2017ascl.soft01004M
1701.005	Barklem, Paul S.	3	2017ascl.soft01005B
1701.006	Barklem, Paul S.	1	2017ascl.soft01006B
1701.007	Chen, Jingjing; Kipping, David	1	2017ascl.soft01007C
1702.002	Foreman-Mackey, Daniel	7	2017ascl.soft02002F
1703.003	Sinha, Manodeep; Garrison, Lehman	27	2017ascl.soft03003S
1703.004	Mommert, Michael	2	2017ascl.soft03004M
1703.011	Kerutt, Josephine	4	2017ascl.soft03011K
1704.001	Williams, Peter K. G.; Clavel, Maïca; Newton, Elisabeth; Ryzhkov, Denis	16	2017ascl.soft04001W
1704.002	Shamir, Lior	1	2017ascl.soft04002S
1704.003	Vohl, Dany	2	2017ascl.soft04003V
1704.004	Sanchez-Monge, A.; Schilke, P.; Ginsburg, A.; Cesaroni, R.; Schmiedeke, A.	1	2017ascl.soft04004S
1704.006	Sidorin, Vojtech	1	2017ascl.soft04006S
1705.001	Oemler, A.; Clardy, K.; Kelson, D.; Walth, G.; Villanueva, E.	9	2017ascl.soft05001O
1705.005	Hernandez, J.; Briceño, C.; Calvet, N.; Hartmann, L.; Berlind, P.; Luhman, K.	2	2017ascl.soft05005H
1705.006	Montet, Benjamin T.	1	2017ascl.soft05006M
1706.001	Barragán, Oscar; Gandolfi, Davide	7	2017ascl.soft06001B
1706.002	Law, Casey J.	1	2017ascl.soft06002L
1706.003	Emken, Timon; Kouvaris, Chris	5	2017ascl.soft06003E
1706.006	Bird, Simeon	3	2017ascl.soft06006B
1706.010	Savransky, Dmitry; Delacroix, Christian; Garrett, Daniel	1	2017ascl.soft06010S
1706.011	Lam, M. T.	5	2017ascl.soft06011L
1707.001	Wenger, Trey V.; Kepley, Amanda K.; Balser, Dana S.	1	2017ascl.soft07001W
1707.003	Barragán, Oscar; Gandolfi, Davide; Antoniciello, Giuliano	11	2017ascl.soft07003B
1707.007	Coupon, Jean; Leauthaud, Alexie; Kilbinger, Martin; Medezinski, Elinor	1	2017ascl.soft07007C
1708.002	de Val-Borro, Miguel; Cordiner, Martin A.; Milam, Stefanie N.; Charnley, Steven B.	1	2017ascl.soft08002D
1708.004	Ginsburg, Adam; Parikh, Madhura; Woillez, Julien; Groener, Austen; Liedtke, Simon; Sipocz, Brigitta;  Robitaille, Thomas; Deil, Christoph; Svoboda, Brian; Tollerud, Erik; Persson, Magnus Vilhelm;  Séguin-Charbonneau, Loïc; Armstrong, Caden; Mirocha, Jordan; Droettboom, Michael; Allen, James; Moolekamp, Fred; Egeland, Ricky; Singer, Leo; Barbary, Kyle; Grollier, Frédéric; Shiga, David;  Moritz Günther, Hans; Parejko, John; Booker, Joseph; Rol, Evert; Edward; Miller, Adam; Willett, Kyle	8	2017ascl.soft08004G
1708.008	Semenov, Dmitry A.	1	2017ascl.soft08008S
1708.009	Stempels, Eric; Telting, John	1	2017ascl.soft08009S
1708.012	Sarzi, Marc; Falcón-Barroso, Jesús; Davies, Roger L.; Bacon, Roland; Bureau, Martin; Cappellari, Michele; de Zeeuw, P. Tim; Emsellem, Eric; Fathi, Kambiz; Krajnović, Davor; Kuntschner, Harald; McDermid, Richard M.; Peletier, Reynier F.	1	2017ascl.soft08012S
1708.015	Birnstiel, T.; Klahr, H.; Ercolano, B.	2	2017ascl.soft08015B
1708.016	Campana, R.	1	2017ascl.soft08016C
1708.029	Moustakas, John	1	2017ascl.soft08029M
1709.002	Price, Daniel J.; Wurster, James; Nixon, Chris; Tricco, Terrence S.; Toupin, Stéven; Pettitt, Alex; Chan, Conrad; Laibe, Guillaume; Glover, Simon; Dobbs, Clare; Nealon, Rebecca; Liptai, David; Worpel, Hauke; Bonnerot, Clément; Dipierro, Giovanni; Ragusa, Enrico; Federrath, Christoph; Iaconi, Roberto; Reichardt, Thomas; Forgan, Duncan; Hutchison, Mark; Constantino, Thomas; Ayliffe, Ben; Mentiplay, Daniel; Hirsh, Kieran; Lodato, Giuseppe	5	2017ascl.soft09002P
1709.005	Bramich, Daniel	2	2017ascl.soft09005B
1709.008	Foreman-Mackey, Daniel; Agol, Eric; Ambikasaran, Sivaram; Angus, Ruth	1	2017ascl.soft09008F
1709.009	Sharma, Sanjib	1	2017ascl.soft09009S
1710.001	Pokorny, Martin; Law, Casey J.	2	2017ascl.soft10001P
1710.002	Law, Casey J.	2	2017ascl.soft10002L
1710.003	Eastman, Jason	23	2017ascl.soft10003E
1710.005	Lippuner, Jonas; Roberts, Luke F.	2	2017ascl.soft10005L
1710.012	Bird, Simeon	4	2017ascl.soft10012B
1710.013	Kestener, Pierre	1	2017ascl.soft10013K
1710.017	Kurucz, Robert L.	2	2017ascl.soft10017K
1710.021	Lyke, Jim; Do, Tuan; Boehle, Anna; Campbell, Randy; Chappell, Sam; Fitzgerald, Mike; Gasawy, Tom; Iserlohe, Christof; Krabbe, Alfred; Larkin, James; Lockhard, Kelly; Lu, Jessica; Mieda, Etsuko; McElwain, Mike; Perrin, Marshall; Rudy, Alex; Sitarski, Breann; Vayner, Andrey; Walth, Greg; Weiss, Jason; Wizanski, Tommer; Wright, Shelley	3	2017ascl.soft10021L
1710.022	Tazzari, Marco; Beaujean, Frederik; Testi, Leonardo	1	2017ascl.soft10022T
1711.001	Mauclaire, Benjamin	1	2017ascl.soft11001M
1711.009	Eufrasio, Rafael T.	1	2017ascl.soft11009E
1711.010	Mateu, Cecilia	2	2017ascl.soft11010M
1711.018	Ryan, P.W.	1	2017ascl.soft11018R
1711.019	Louden, Tom; Kreidberg, Laura	2	2017ascl.soft11019L
1712.001	Wenger, Trey V.; Balser, Dana S.; Anderson, Loren D.; Bania, Thomas M.	1	2017ascl.soft12001W
1712.002	Danehkar, A.	1	2017ascl.soft12002D
1712.003	Benítez-Llambay, Alejandro	2	2017ascl.soft12003B
1712.015	Shahmoradi, Amir; Nemiroff, Robert J.	1	2017ascl.soft12015S
1712.016	Shahmoradi, Amir; Nemiroff, Robert J.	1	2017ascl.soft12016S
1801.003	Stan Development Team	2	2018ascl.soft01003S
1802.003	Vandenbroucke, Bert; Wood, Kenneth	1	2018ascl.soft02003V
1802.004	Sharma, Ravi; Gyanchandani, Dolly; Kulkarni, Sarang; Gupta, Neeraj; Pathak, Vineet; Pande, Arti; Joshi, Unmesh	1	2018ascl.soft02004S
1803.001	Emken, Timon; Kouvaris, Chris	2	2018ascl.soft03001E
1803.002	Hutter, Anne	1	2018ascl.soft03002H
1803.004	Demorest, Paul B.	3	2018ascl.soft03004D
1803.005	Barentsen, Geert; Cardoso, José Vinícius de Miranda	4	2018ascl.soft03005B
1803.006	Poleski, Radoslaw; Yee, Jennifer	2	2018ascl.soft03006P
1803.007	Steininger, Theo	1	2018ascl.soft03007S
1803.008	Kriek, Mariska; van Dokkum, Pieter G.; Labbé, Ivo; Franx, Marijn; Illingworth, Garth D.; Marchesini, Danilo; Quadri, Ryan F.; Aird, James; Coil, Alison L.; Georgakakis, Antonis	1	2018ascl.soft03008K
1804.003	van Diepen, Ger; Dijkema, Tammo Jan	5	2018ascl.soft04003V
1804.012	Birrer, Simon; Amara, Adam	1	2018ascl.soft04012B
1804.021	Wallin, Anders E.E.; Price, Danny C.; Carson, Cantwell G.; Meynadier, Frédéric	1	2018ascl.soft04021W
1804.026	Sabiu, Cristiano	2	2018ascl.soft04026S
1805.008	Vasiliev, Eugene	1	2018ascl.soft05008V
1805.014	Petit, J.-M.; Kavelaars, J.J.; Gladman, B.; Alexandersen, M.	1	2018ascl.soft05014P
1805.015	Kochukhov, O.	3	2018ascl.soft05015K
1805.017	Pierel, Justin D. R.;  Rodney, Steven A.;  Avelino, Arturo; Bianco, Federica; Foley, Ryan J.; Friedman, Andrew; Hicken, Malcolm; Hounsell, Rebekah; Jha, Saurabh W.; Kessler, Richard; Kirshner, Robert; Mandel, Kaisey; Narayan, Gautham; Filippenko, Alexei V.; Scolnic, Daniel; Strolger, Louis-Gregory	1	2018ascl.soft05017P
1805.018	Yu, Hao-Ran; Pen, Ue-Li; Wang, Xin	1	2018ascl.soft05018Y
1805.019	Bachetti, Matteo	2	2018ascl.soft05019B
1805.021	Kamann, Sebastian	2	2018ascl.soft05021K
1805.022	Casagrande, Luca; VandenBerg, Don A.	1	2018ascl.soft05022C
1805.024	Campagnolo, Julio C. N.	1	2018ascl.soft05024C
1805.032	Sun, Mouyuan; Grier, C. J.; Peterson, B. M.	8	2018ascl.soft05032S
1806.002	Kavanagh, Bradley J.; Gaggero, Daniele; Bertone, Gianfranco	1	2018ascl.soft06002K
1806.004	Caselden, Dan; Westin, Paul III; Meisner, Aaron; Kuchner, Marc; Colin, Guillaume	2	2018ascl.soft06004C
1806.013	Michilli, Daniele; Hessels, Jason W. T.	2	2018ascl.soft06013M
1806.019	Ritter, C.; Côté, B.; Herwig, F.; Navarro, J. F.; Fryer, C.	1	2018ascl.soft06019R
1806.024	Mevius, Maaijke	5	2018ascl.soft06024M
1806.027	Vogt, Frédéric P.A.	3	2018ascl.soft06027V
1807.002	Rahner, Daniel; Pellegrini, Eric W.; Glover, Simon C. O.; Klessen, Ralf S.	1	2018ascl.soft07002R
1807.005	Sutherland, Ralph; Dopita, Mike; Binette, Luc; Groves, Brent	3	2018ascl.soft07005S
1807.023	Bevan, Antonia	1	2018ascl.soft07023B
1807.028	Barclay, Thomas	1	2018ascl.soft07028B
1808.002	Gallardo, Tabare	1	2018ascl.soft08002G
1808.004	Greenbaum, Alexandra Z.; Sivaramakrishnan, Anand; Sahlmann, Johannes; Thatte, Deepashree	1	2018ascl.soft08004G
1808.011	Hancock, Paul J.; Hurley-Walker, N.; White, T.	1	2018ascl.soft08011H
1809.008	Guo, Hengxiao; Shen, Yue; Wang, Shu	3	2018ascl.soft09008G
1809.009	Balser, Dana S.; Bania, T. M.	1	2018ascl.soft09009B
1809.013	Speagle, Joshua S.; Barbary, Kyle	3	2018ascl.soft09013S
1810.005	Luger, Rodrigo; Agol, Eric; Foreman-Mackey, Daniel; Fleming, David P.; Lustig-Yaeger, Jacob; Deitrick, Russell	1	2018ascl.soft10005L
1810.021	Geller, Aaron M.; Gurvich, Alex	1	2018ascl.soft10021G
1811.005	Lagos, Claudia del P.; Tobar, Rodrigo J.; Robotham, Aaron S. G.; Obreschkow, Danail; Mitchell, Peter D.; Power, Chris; Elahi, Pascal J.	1	2018ascl.soft11005L
1812.001	Wenger, Trey V.	1	2018ascl.soft12001W
1812.008	Carrasco Kind, Matias; Drlica-Wagner, Alex; Koziol, Audrey	1	2018ascl.soft12008C
1812.013	Lightkurve Collaboration; Cardoso, José Vinícius de Miranda; Hedges, Christina; Gully-Santiago, Michael; Saunders, Nicholas; Cody, Ann Marie; Barclay, Thomas; Hall, Oliver; Sagear, Sheila; Turtelboom, Emma; Zhang, Johnny; Tzanidakis, Andy; Mighell, Ken; Coughlin, Jeff; Bell, Keaton; Berta-Thompson, Zach; Williams, Peter; Dotson, Jessie; Barentsen, Geert	2	2018ascl.soft12013L
1812.016	Espinoza, Néstor; Kossakowski, Diana; Brahm, Rafael	1	2018ascl.soft12016E
1902.007	Luo, Jing; Ransom, Scott; Demorest, Paul; van Haasteren, Rutger; Ray, Paul; Stovall, Kevin; Bachetti, Matteo; Archibald, Anne; Kerr, Matthew; Colen, Jonathan; Jenet, Fredrick	2	2019ascl.soft02007L
1903.003	Günther, Maximilian N.; Daylan, Tansu	1	2019ascl.soft03003G
9905.002	Tegmark, Max	1	1999ascl.soft05002T
9909.003	Alard, Christophe; Lupton, Robert	2	1999ascl.soft09003A
9909.004	Seljak, U.; Zaldarriaga, M.	1	1999ascl.soft09004S
9910.001	Ferland, Gary; van Hoof, Peter; Verner, Dima; Verner, Katya; Ferguson, Jason; Hamann, Fred; Kingdon, Jim; Korista, Kirk; Shields, Joe	2	1999ascl.soft10001F
9910.002	Gray, Richard O.	14	1999ascl.soft10002G
9910.004	Bertschinger, Edmund	4	1999ascl.soft10004B
9910.005	Arnaud, Keith; Dorman, Ben; Gordon, Craig	9	1999ascl.soft10005A
9911.001	Ivezic, Zeljko; Nenkova, Maia; Elitzur, Moshe	4	1999ascl.soft11001I
9911.002	National Optical Astronomy Observatories	2	1999ascl.soft11002N
9911.003	Associated Universities, Inc.	4	1999ascl.soft11003A
9912.003	Kurtz, Michael J.; Mink, Jessica	1	1999ascl.soft12003K
