ascl_id	credit	num_citations	bibcode
1304.002	Greenfield, Perry; Robitaille, Thomas; Tollerud, Erik; Aldcroft, Tom; Barbary, Kyle; Barrett, Paul; Bray, Erik; Crighton, Neil; Conley, Alex; Conseil, Simon; Davis, Matt; Deil, Christoph; Dencheva, Nadia; Droettboom, Michael; Ferguson, Henry; Ginsburg, Adam; Grollier, Frédéric; Moritz Günther, Hans; Hanley, Chris; Hsu, J. C.; Kerzendorf, Wolfgang; Kramer, Roban; Lian Lim, Pey; Muna, Demitri; Nair, Prasanth; Price-Whelan, Adrian; Shiga, David; Singer, Leo; Taylor, James; Turner, James; Woillez, Julien; Zabalza, Victor	2	2013ascl.soft04002G
1304.003	Huertas-Company, Marc	1	2013ascl.soft04003H
1304.004	Thompson, Susan; Mullally, Fergal	8	2013ascl.soft04004T
1304.007	Krumholz, Mark R.	2	2013ascl.soft04007K
1304.011	Carrasco Kind, Matias; Brunner, Robert	1	2013ascl.soft04011C
1304.014	Prunet, Simon; Pichon, Christophe	3	2013ascl.soft04014P
1304.016	Barber, C. Bradford; Dobkin, David P.; Huhdanpaa, Hannu	3	2013ascl.soft04016B
1304.017	Chluba, Jens; Thomas, Rajat Mani	1	2013ascl.soft04017C
1304.020	Morisset, Christophe	15	2013ascl.soft04020M
1304.021	Luridiana, V.; Morisset, C.; Shaw, R. A.	2	2013ascl.soft04021L
1305.002	Pontzen, Andrew; Roškar, Rok; Stinson, Greg; Woods, Rory	98	2013ascl.soft05002P
1305.004	Colombi, S.	1	2013ascl.soft05004C
1305.005	Stadel, Joachim	4	2013ascl.soft05005S
1305.006	Hopkins, Philip F.	2	2013ascl.soft05006H
1305.007	Monaco, Pierluigi; Theuns, Tom	1	2013ascl.soft05007M
1305.009	Jefferys, William; McArthur, Barbara; McCartney, James	1	2013ascl.soft05009J
1305.010	Gildas Team	11	2013ascl.soft05010G
1306.007	Jensen, Eric	26	2013ascl.soft06007J
1306.008	Sutherland, Ralph; Dopita, Mike; Binette, Luc; Groves, Brent	4	2013ascl.soft06008S
1307.002	Audren, Benjamin; Lesgourgues, Julien; Benabed, Karim; Prunet, Simon	1	2013ascl.soft07002A
1307.003	Schellart, Pim	2	2013ascl.soft07003S
1307.007	Garrido, Julian; Soiland-Reyes, Stian; Ruiz, Jose Enrique; Sanchez, Susana	2	2013ascl.soft07007G
1308.008	Thomas, R. C.	3	2013ascl.soft08008T
1308.011	Kovacs, Attila	1	2013ascl.soft08011K
1308.012	Pontoppidan, Klaus; Dullemond, Kees	1	2013ascl.soft08012P
1308.016	Mueller, Daniel; Dimitoglou, George; Caplins, Benjamin; Garcia Ortiz, Juan Pablo; Wamsler, Benjamin; Hughitt, Keith; Alexanderian, Alen; Ireland, Jack; Amadigwe, Desmond; Fleck, Bernhard	1	2013ascl.soft08016M
1309.001	Collins, Karen; Kielkopf, John	22	2013ascl.soft09001C
1309.002	Deeg, Hans J.	1	2013ascl.soft09002D
1309.003	Sana, Hugues	1	2013ascl.soft09003S
1309.005	Johnson, Seth	1	2013ascl.soft09005J
1309.008	VOStat Development Group	1	2013ascl.soft09008V
1310.001	Jenness, Tim; Economou, Frossie; Cavanagh, Brad; Currie, Malcolm J.; Gibb, Andy	2	2013ascl.soft10001J
1310.002	Guillet, Thomas; Chapon, Damien; Labadens, Marc	3	2013ascl.soft10002G
1310.005	Bourgès, Laurent; Mella, Guillaume; Lafrasse, Sylvain; Duvert, Gilles	3	2013ascl.soft10005B
1310.007	Jenness, Tim; Chapin, Edward L.; Berry, David S.; Gibb, Andy G.; Tilanus, Remo P. J.; Balfour, Jennifer; Tilanus, Vincent; Currie, Malcolm J.	21	2013ascl.soft10007J
1311.007	Berry, David S.; Reinhold, K.; Jenness, Tim; Economou, Frossie	8	2013ascl.soft11007B
1311.011	Hahn, Oliver; Abel, Tom	16	2013ascl.soft11011H
1312.002	Shamir, Lior; Orlov, Nikita; Eckley, D. Mark; Macura, Tomasz; Johnston, Josiah; Goldberg, Ilya	8	2013ascl.soft12002S
1312.007	Graff, Philip; Feroz, Farhan	5	2013ascl.soft12007G
1402.002	Beaumont, Chris; Robitaille, Thomas; Borkin, Michelle	4	2014ascl.soft02002B
1402.006	Hroch, Filip	5	2014ascl.soft02006H
1402.007	Draper, Peter W.	4	2014ascl.soft02007D
1402.008	Castro-Neves, Margarida; Draper, Peter W.	2	2014ascl.soft02008C
1402.009	Rowe, Barney; Jarvis, Mike; Mandelbaum, Rachel	1	2014ascl.soft02009R
1402.012	Newman, Jeffrey A.; Moster, Benjamin P.	1	2014ascl.soft02012N
1402.014	Jørgensen, Jes; Brinch, Christian; Girart, Josep Miquel; Padovani, Marco; Frau, Pau; Schaaf, Reinhold; Kuiper, Rolf; Bertoldi, Frank; Hogerheijde, Michiel; Juhasz, Attila; Vlemmings, Wouter	3	2014ascl.soft02014J
1402.017	Marti-Vidal, I.; Vlemmings, W. H. T.; Muller, S.; Casey, S.	1	2014ascl.soft02017M
1402.019	Inoue, Akio K.; Shimizu, Ikkoh; Iwata, Ikuru	1	2014ascl.soft02019I
1402.020	Bucciantini, N.; Pili, A. G.; Del Zanna, L.	1	2014ascl.soft02020B
1402.026	Kilbinger, Martin; Bonnett, Christopher; Coupon, Jean	18	2014ascl.soft02026K
1402.031	Dehnen, Walter	1	2014ascl.soft02031D
1402.032	Peacock, J. A.; Smith, R. E.	3	2014ascl.soft02032P
1402.034	Childress, Michael; Vogt, Frédéric; Nielsen, Jon; Sharp, Rob	10	2014ascl.soft02034C
1403.001	Thompson, A. C.; Vernardos, G.; Fluke, C. J.; Barsdell, B. R.	2	2014ascl.soft03001T
1403.003	Carrasco Kind, Matias; Brunner, Robert	2	2014ascl.soft03003C
1403.008	Jenness, Tim; Lightfoot, John	1	2014ascl.soft03008J
1403.015	L'Huillier, Benjamin	4	2014ascl.soft03015L
1403.021	Warren-Smith, Rodney F.; Draper, Peter W.; Taylor, Mark; Allan, Alasdair	1	2014ascl.soft03021W
1403.022	Currie, Malcolm J.; Berry, David S.	1	2014ascl.soft03022C
1403.024	Draper, Peter W.; Gray, Norman; Berry, David S.; Taylor, Mark	6	2014ascl.soft03024D
1404.001	Cappellari, Michele	1	2014ascl.soft04001C
1404.002	Alexander, Tal	4	2014ascl.soft04002A
1404.004	SAS development team	2	2014ascl.soft04004S
1404.006	Harries, Tim	3	2014ascl.soft04006H
1404.007	Leka, K.D.; Barnes, G.; Crouch, A.	2	2014ascl.soft04007L
1404.016	Berry, David S.; Warren-Smith, Rodney F.	2	2014ascl.soft04016B
1405.001	Clough, Shepard A.; Iacono, Michael J.; Moncet, Jean-Luc	1	2014ascl.soft05001C
1405.003	Covey, Kevin R.; West, Andrew A.; Bochanski, John J.; Hawley, Suzanne L.	2	2014ascl.soft05003C
1405.008	Geckeler, Ralf D.; Schuh, Sonja; Dreizler, Stefan; Deetjen, Jochen; Gleissner, Thomas; Risse, Patrick; Rauch, Thomas; Göhler, Eckart; Hügelmeyer, Simon; Husser, Tim-Oliver; Israel, Holger; Benlloch-Garcia, Sara; Pottschmidt, Katja; Wilms, Jörn	1	2014ascl.soft05008G
1405.013	Eaton, Nicholas; Draper, Peter W.; Allan, Alasdair; Naylor, Tim; Mukai, Koji; Currie, Malcolm J.; McCaughrean, Mark	1	2014ascl.soft05013E
1405.014	Berry, David S.; Gledhill, Tim M.	3	2014ascl.soft05014B
1405.016	Howarth, I. D.; Murray, J.; Mills, D.; Berry, David S.	2	2014ascl.soft05016H
1405.018	Mills, Dave; Webb, John; Clayton, Martin; Gray, Norman	2	2014ascl.soft05018M
1406.001	Feigelson, E. D.; Nelson, P. I.; Isobe, T.; LaValley, M.	1	2014ascl.soft06001F
1406.007	Wallace, Patrick T.; Clayton, Chris A	1	2014ascl.soft06007W
1406.018	Stutzki, J.	1	2014ascl.soft06018S
1407.004	Dawson, William A.	3	2014ascl.soft07004D
1407.005	Ofek, Eran O.	52	2014ascl.soft07005O
1407.006	Allen, J. T.; Green, A. W.; Fogarty, L. M. R.; Sharp, R.; Nielsen, J.; Konstantopoulos, I.; Taylor, E. N.; Scott, N.; Cortese, L.; Richards, S. N.; Croom, S.; Owers, M. S.; Bauer, A. E.; Sweet, S. M.; Bryant, J. J.	11	2014ascl.soft07006A
1407.007	Shcherbakov, Roman V.	1	2014ascl.soft07007S
1407.009	Lenz, Patrick; Breger, Michel	6	2014ascl.soft07009L
1407.014	Sutter, P. M.; Lavaux, Guilhem; Hamaus, Nico; Pisani, Alice; Wandelt, Benjamin D.; Warren, Michael S.; Villaescusa-Navarro, Francisco; Zivick, Paul; Mao, Qingqing; Thompson, Benjamin B.	1	2014ascl.soft07014S
1407.017	Argo, Megan	3	2014ascl.soft07017A
1407.018	VanderPlas, Jacob; Fouesneau, Morgan; Taylor, Julia	12	2014ascl.soft07018V
1408.001	Erwin, Peter	1	2014ascl.soft08001E
1408.004	NASA High Energy Astrophysics Science Archive Research Center (HEASARC)	15	2014ascl.soft08004N
1408.006	Intema, Huib T.	7	2014ascl.soft08006I
1408.008	Yurin, Denis; Springel, Volker	1	2014ascl.soft08008Y
1408.009	Pillay, Ruven	1	2014ascl.soft08009P
1408.012	Findeisen, Krzysztof	1	2014ascl.soft08012F
1408.013	Dias Pinto Vitenti, Sandro; Penna-Lima, Mariana	7	2014ascl.soft08013D
1408.015	Carswell, R. F.; Webb, J. K.	41	2014ascl.soft08015C
1408.016	Liske, Jochen	1	2014ascl.soft08016L
1408.017	Carswell, R.F.; Webb, J. K.; Cooke, A. J.; Irwin, M. J.	4	2014ascl.soft08017C
1408.019	Steiner, Andrew W.	8	2014ascl.soft08019S
1408.020	Steiner, Andrew W.	8	2014ascl.soft08020S
1408.022	Brescia, Massimo; Cavuoti, Stefano	1	2014ascl.soft08022B
1408.023	Offringa, A. R.; McKinley, B.; Hurley-Walker, N.; Briggs, F. H.; Wayth, R. B.; Kaplan, D. L.; Bell, M. E.; Feng, L.; Neben, A. R.; Hughes, J. D.; Rhee, J.; Murphy, T.; Bhat, N. D. R.; Bernardi, G.; Bowman, J. D.; Cappallo, R. J.; Corey, B. E.; Deshpande, A. A.; Emrich, D.; Ewall-Wice, A.; Gaensler, B. M.; Goeke, R.; Greenhill, L. J.; Hazelton, B. J.; Hindson, L.; Johnston-Hollitt, M.; Jacobs, D. C.; Kasper, J. C.; Kratzenberg, E.; Lenc, E.; Lonsdale, C. J.; Lynch, M. J.; McWhirter, S. R.; Mitchell, D. A.; Morales, M. F.; Morgan, E.; Kudryavtseva, N.; Oberoi, D.; Ord, S. M.; Pindor, B.; Procopio, P.; Prabu, T.; Riding, J.; Roshi, D. A.; Shankar, N. Udaya; Srivani, K. S.; Subrahmanyan, R.; Tingay, S. J.; Waterson, M.; Webster, R. L.; Whitney, A. R.; Williams, A.; Williams, C. L.	1	2014ascl.soft08023O
1409.004	Rupke, David S. N.	5	2014ascl.soft09004R
1409.005	Rupke, David S. N.	4	2014ascl.soft09005R
1409.006	Blanco-Cuaresma, S.; Soubiran, C.; Heiter, U.; Jofré, P.	1	2014ascl.soft09006B
1409.008	Shamir, Lior; Manning, Saundra; Wallin, John	1	2014ascl.soft09008S
1409.009	Wakelam, V.	2	2014ascl.soft09009W
1409.012	Zuntz, Joe; Paterno, Marc; Jennings, Elise; Rudd, Douglas; Manzotti, Alessandro; Dodelson, Scott; Bridle, Sarah; Sehrish, Saba; Kowalkowski, James	1	2014ascl.soft09012Z
1409.013	Zuntz, Joe; Kacprzak, Tomasz; Voigt, Lisa; Hirsch, Michael; Rowe, Barnaby; Bridle, Sarah	2	2014ascl.soft09013Z
1410.002	Guidorzi, Cristiano	2	2014ascl.soft10002G
1410.003	Hopkins, Philip F.	7	2014ascl.soft10003H
1410.004	Kuin, Paul	14	2014ascl.soft10004K
1411.001	Thompson, Robert	9	2014ascl.soft11001T
1411.003	Staley, Tim D.	2	2014ascl.soft11003S
1411.009	Li, Dan	2	2014ascl.soft11009L
1411.011	Mateu, C.	1	2014ascl.soft11011M
1411.013	Wesson, R.; Stock, D.; Scicluna, P.	1	2014ascl.soft11013W
1411.018	GPI instrument collaboration	1	2014ascl.soft11018G
1411.022	Shortridge, Keith; Meyerdierks, Horst; Currie, Malcolm J.; Davenhall, Clive; Jenness, Tim; Clayton, Martin	3	2014ascl.soft11022S
1412.001	Serra, Paolo; Westmeier, Tobias; Giese, Nadine; Jurek, Russell; Flöer, Lars; Popping, Attila; Winkel, Benjamin; van der Hulst, Thijs; Meyer, Martin; Koribalski, Bärbel; Staveley-Smith, Lister; Courtois, Hélène	1	2014ascl.soft12001S
1412.003	Deeg, Hans J.	4	2014ascl.soft12003D
1412.007	Cui, Weiguang	1	2014ascl.soft12007C
1412.010	Lombardi, James; Sawyer Warren, Jessica	1	2014ascl.soft12010L
1412.011	TraP contributors	2	2014ascl.soft12011T
1412.014	Reimer, A.; Engel, Ralph; Rachen, J. P.; Protheroe, R. J.; Stanev, Todor	1	2014ascl.soft12014R
1501.002	Rossi, Luca J.	3	2015ascl.soft01002R
1501.010	Jones, David O.; Scolnic, Daniel M.; Rodney, Steven A.	12	2015ascl.soft01010J
1501.014	Bouché, N.; Carfantan, H.; Schroetter, I.; Michel-Dansac, L.; Contini, T.	4	2015ascl.soft01014B
1501.016	Diemer, Benedikt	11	2015ascl.soft01016D
1502.002	Granvik, Mikael; Virtanen, Jenni; Oszkiewicz, Dagmara; Muinonen, Karri	2	2015ascl.soft02002G
1502.003	Springel, Volker	3	2015ascl.soft02003S
1502.007	Mohan, Niruj; Rafferty, David	76	2015ascl.soft02007M
1502.012	Thompson, Robert	7	2015ascl.soft02012T
1502.017	Staley, Tim D.; Anderson, Gemma E.	6	2015ascl.soft02017S
1502.021	Bachetti, Matteo	16	2015ascl.soft02021B
1502.022	Bizyaev, Dmitry; Shetrone, Matthew	1	2015ascl.soft02022B
1503.001	Barentsen, Geert	3	2015ascl.soft03001B
1503.003	Kang, Wonseok; Lee, Sang-Gak	1	2015ascl.soft03003K
1503.005	Corrales, Lia	2	2015ascl.soft03005C
1503.008	Günther, Hans M.; Poppenhaeger, Katja	1	2015ascl.soft03008G
1503.010	Morton, Timothy D.	76	2015ascl.soft03010M
1503.011	Morton, Timothy D.	63	2015ascl.soft03011M
1504.003	ESO CPL Development Team	5	2015ascl.soft04003E
1504.004	Becker, Andrew	46	2015ascl.soft04004B
1504.005	Staley, Tim D.; Anderson, Gemma E.	5	2015ascl.soft04005S
1504.007	Perrin, Marshall D.; Long, Joseph; Sivaramakrishnan, Anand; Lajoie, Charles-Phillipe; Elliot, Erin; Pueyo, Laurent; Albert, Loic	1	2015ascl.soft04007P
1504.008	Curran, Peter A.	4	2015ascl.soft04008C
1504.018	Selig, Marco; Ensslin, Torsten A.	1	2015ascl.soft04018S
1504.020	Mortier, A.; Faria, J. P.; Correia, C. M.; Santerne, A.; Santos, N. C.	1	2015ascl.soft04020M
1504.021	Dumusque, Xavier; Boisse, I.; Santos, N. C.	1	2015ascl.soft04021D
1505.001	Gastineau, M.; Laskar, J.; Manche, H.; Fienga, A.	1	2015ascl.soft05001G
1505.003	Kuhn, Max	1	2015ascl.soft05003K
1505.004	Montalto, M; Boué, G.; Oshagh, M.; Boisse, I.; Bruno, G; Santos, N.C.	1	2015ascl.soft05004M
1505.010	Ng, Pin T.; Maechler, Martin	1	2015ascl.soft05010N
1505.011	Stekhoven, Daniel J.	1	2015ascl.soft05011S
1505.012	Argudo-Fernández, M.; Duarte Puertas, S.; Verley, S.; Sabater, J.; Ruiz, J. E.	3	2015ascl.soft05012A
1505.015	AAO software team	14	2015ascl.soft05015A
1505.016	Alonso, David	2	2015ascl.soft05016A
1505.021	Dauser, Thomas	1	2015ascl.soft05021D
1505.022	Lesur, Geoffroy	2	2015ascl.soft05022L
1505.023	Burns, Christopher R.; Stritzinger, Maximilian; Phillips, M. M.; Kattner, ShiAnne; Persson, S. E.; Madore, Barry F.; Freedman, Wendy L.; Boldt, Luis; Campillay, Abdo; Contreras, Carlos; Folatelli, Gaston; Gonzalez, Sergio; Krzeminski, Wojtek; Morrell, Nidia; Salgado, Francisco; Suntzeff, Nicholas B.	2	2015ascl.soft05023B
1505.025	Bianco, Federica B.; Modjaz, Maryam; Oh, Seung Man; Fierroz, David; Liu, Yuqian; Kewley, Lisa; Graur, Or	1	2015ascl.soft05025B
1505.033	Morozova, V.; Ott, C. D.; Piro, A. L.	4	2015ascl.soft05033M
1505.034	Brown, Edward F.	8	2015ascl.soft05034B
1506.001	Wang, Jason J.; Ruffio, Jean-Baptise; De Rosa, Robert J.; Aguilar, Jonathan; Wolff, Schuyler G.; Pueyo, Laurent	27	2015ascl.soft06001W
1506.002	Gluscevic, Vera; McDermott, Samuel D.	4	2015ascl.soft06002G
1506.005	Fonnesbeck, Chris; Patil, Anand; Huard, David; Salvatier, John	10	2015ascl.soft06005F
1507.001	Di Teodoro, E. M.; Fraternali, F.	1	2015ascl.soft07001D
1507.003	Mort, Benjamin; Dulwich, Fred; Williams, Chris; Salvini, Stefano	1	2015ascl.soft07003M
1507.004	Howlett, Cullan; Manera, Marc; Percival, Will J.	1	2015ascl.soft07004H
1507.007	Barklem, P. S.; Anstee, S. D.; O'Mara, B. J.	2	2015ascl.soft07007B
1507.008	Barklem, P. S.; Piskunov, N.	3	2015ascl.soft07008B
1507.010	Maret, Sébastien; Bergin, Edwin A.	3	2015ascl.soft07010M
1507.017	Kim, S.; Prato, L.; McLean, I.	7	2015ascl.soft07017K
1508.001	Mead, Alexander	5	2015ascl.soft08001M
1508.002	Socas-Navarro, H.	4	2015ascl.soft08002S
1508.003	Cardiel, N; Gorgas, J.; Pedraz, S.; Cenarro, J.; Alonso, O; Gil de Paz, A.; García-Dabó, E.; Sánchez-Blázquez, P.; Mármol-Queraltó, E.; Toloba, E.	1	2015ascl.soft08003C
1508.005	Coe, Dan; Benitez, Narciso	1	2015ascl.soft08005C
1508.007	Jarvis, Mike	10	2015ascl.soft08007J
1508.008	Sheldon, Erin	5	2015ascl.soft08008S
1509.002	Nice, D; Demorest, P.; Stairs, I.; Manchester, R.; Taylor, J.; Peters, W.; Weisberg, J.; Irwin, A.; Wex, N.; Huang, Y.	9	2015ascl.soft09002N
1509.005	Smitka, Michael T.	2	2015ascl.soft09005S
1509.006	Benítez Llambay, Pablo; Masset, Frédéric	2	2015ascl.soft09006B
1510.002	Kreidberg, Laura	3	2015ascl.soft10002K
1510.003	Parviainen, Hannu	2	2015ascl.soft10003P
1510.007	Craig, M. W.; Crawford, S. M.; Deil, Christoph; Gomez, Carlos; Günther, Hans Moritz; Heidt, Nathan; Horton, Anthony; Karr, Jennifer; Nelson, Stefan; Ninan, Joe Phillip; Pattnaik, Punyaslok; Rol, Evert; Schoenell, William; Seifert, Michael; Singh, Sourav; Sipocz, Brigitta; Stotts, Connor; Streicher, Ole; Tollerud, Erik; Walker, Nathan; ccdproc contributors	15	2015ascl.soft10007C
1511.001	Price-Whelan, Adrian M.	1	2015ascl.soft11001P
1511.002	Wallin, John F.; Holincheck, Anthony; Harvey, Allen	1	2015ascl.soft11002W
1511.004	Nave, G.; Griesmann, U.; Brault, J. W.; Abrams, M. C.	7	2015ascl.soft11004N
1511.005	Crawford, Steven M.	3	2015ascl.soft11005C
1511.012	Kendrew, Sarah	1	2015ascl.soft11012K
1511.014	Marshall, Phil; Sandford, Cato; More, Anupreeta; Buddelmeijerr, Hugo	1	2015ascl.soft11014M
1511.015	Foreman-Mackey, Daniel	8	2015ascl.soft11015F
1511.016	Southworth, John	6	2015ascl.soft11016S
1511.019	Marulli, Federico; Veropalumbo, Alfonso; Moresco, Michele	1	2015ascl.soft11019M
1512.006	Murta, Alan	1	2015ascl.soft12006M
1512.012	Murthy, Jayant	1	2015ascl.soft12012M
1512.014	Binney, James; McMillan, Paul J	1	2015ascl.soft12014B
1512.015	Shields, Douglas W.; Boe, Benjamin; Pfountz, Casey; Davis, Benjamin L.; Hartley, Matthew; Pour Imani, Hamed; Slade, Zac; Kennefick, Daniel; Kennefick, Julia	4	2015ascl.soft12015S
1512.016	White, Martin	1	2015ascl.soft12016W
1601.002	Robotham, Aaron S.G.; Obreschkow, Danail	1	2016ascl.soft01002R
1601.003	Henshaw, J. D.; Longmore, S. N.; Kruijssen, J. M. D.; Davies, B.; Bally, J.; Barnes, A.; Battersby, C.; Burton, M.; Cunningham, M. R.; Dale, J. E.; Ginsburg, A.; Immer, K.; Jones, P. A.; Kendrew, S.; Mills, E. A. C.; Molinari, S.; Moore, T. J. T.; Ott, J.; Pillai, T.; Rathborne, J.; Schilke, P.; Schmiedeke, A.; Testi, L.; Walker, D.; Walsh, A.; Zhang, Q.	1	2016ascl.soft01003H
1601.005	Knödlseder, Jürgen; Mayer, Michael; Deil, Christoph; Buehler, Rolf; Bregeon, Johan; Martin, Pierrick	1	2016ascl.soft01005K
1601.007	van Dyk, David; Stein, Nathan M.; Connors, Alanna; Kashyap, Vinay; Siemiginowska, Aneta	1	2016ascl.soft01007V
1601.009	Mullally, Fergal; Barclay, Thomas; Barentsen, Geert	9	2016ascl.soft01009M
1601.011	Riedel, Adric R.	2	2016ascl.soft01011R
1601.012	More, Surhud	1	2016ascl.soft01012M
1601.013	Pihajoki, Pauli	1	2016ascl.soft01013P
1602.002	Bellm, Eric C.; Sesar, Branimir	5	2016ascl.soft02002B
1602.003	Soto, Kurt T.; Lilly, Simon J.; Bacon, Roland; Richard, Johan; Conseil, Simon	5	2016ascl.soft02003S
1602.009	Petri, A.	1	2016ascl.soft02009P
1602.011	Robotham, Aaron S.G.	5	2016ascl.soft02011R
1602.012	Connolly, Samuel D.	2	2016ascl.soft02012C
1602.015	Hubber, David; Rosotti, Giovanni	3	2016ascl.soft02015H
1602.017	Pontoppidan, Klaus M.	1	2016ascl.soft02017P
1602.018	Perrin, Marshall; Long, Joseph; Douglas, Ewan; Sivaramakrishnan, Anand; Slocum, Christine; and <a href="https://pythonhosted.org/poppy/about.html#about-team"> others</a>	5	2016ascl.soft02018P
1603.001	Vigan, Arthur	4	2016ascl.soft03001V
1603.003	Gomez Gonzalez, Carlos Alberto; Wertz, Olivier; Christiaens, Valentin; Absil, Olivier; Mawet, Dimitri	3	2016ascl.soft03003G
1603.004	Million, Chase C.; Fleming, Scott W.; Shiao, Bernie; Loyd, Parke	3	2016ascl.soft03004M
1603.005	Howarth, I. D.; Adams, S.; Clegg, R. E. S.; Ruffle, D. P.; Liu, X.-W.; Pritchet, C. J.; Ercolano, B.	3	2016ascl.soft03005H
1603.009	Sharma, Sanjib; Stello, Dennis	1	2016ascl.soft03009S
1603.011	Czekala, Ian	1	2016ascl.soft03011C
1603.013	Price, Danny C.	3	2016ascl.soft03013P
1603.015	Burns, Keaton J.; Vasil, Geoffrey M.; Oishi, Jeffrey S.; Lecoanet, Daniel; Brown, Benjamin	20	2016ascl.soft03015B
1604.001	Zenitani, Seiji	1	2016ascl.soft04001Z
1604.003	Wright, Angus H.	1	2016ascl.soft04003W
1604.004	Robotham, Aaron S.G.	3	2016ascl.soft04004R
1604.008	Lang, Dustin; Hogg, David W.; Mykytyn, David	13	2016ascl.soft04008L
1604.011	Iwasawa, Masaki; Tanikawa, Ataru; Hosono, Natsuki; Nitadori, Keigo; Muranushi, Takayuki; Makino, Junichiro	1	2016ascl.soft04011I
1604.012	Agol, Eric; Deck, Katherine	2	2016ascl.soft04012A
1605.001	Hinton, Samuel	1	2016ascl.soft05001H
1605.004	Masseron, Thomas; Merle, Thibault; Hawkins, Keith	16	2016ascl.soft05004M
1605.005	Bania, Thomas; Wenger, Trey; Balser, Dana; Anderson, Loren	7	2016ascl.soft05005B
1605.006	Ginsburg, Adam; Kruijssen, J. M. Diederik; Longmore, Steven N.; Koch, Eric; Glover, Simon C. O.; Dale, James E.; Commerçon, Benoît; Giannetti, Andrea; McLeod, Anna F.; Testi, Leonardo; Zahorecz, Sarolta; Rathborne, Jill M.; Zhang, Qizhou; Fontani, Francesco; Beltrán, Maite T.; Rivilla, Victor M.	3	2016ascl.soft05006G
1605.009	Kim, Dae-Won	1	2016ascl.soft05009K
1605.010	Fraser, Wesley C.; Alexandersen, Mike; Schwamb, Megan E.; Marsset, Michael E.; Pike, Rosemary E.; Kavelaars, JJ; Bannister, Michele T.; Benecchi, Susan; Delsanti, Audrey	2	2016ascl.soft05010F
1605.011	Duffell, Paul C.	2	2016ascl.soft05011D
1605.015	Zhang, Ming	1	2016ascl.soft05015Z
1605.016	Eisenstein, Daniel; Garrison, Lehman	1	2016ascl.soft05016E
1606.004	Zwart, Jonathan T. L.; Price, Daniel; Bernardi, Gianni	1	2016ascl.soft06004Z
1606.005	Buchner, Johannes	1	2016ascl.soft06005B
1606.006	Bussmann, Shane; Leung, Tsz Kuk (Daisy); Conley, Alexander	1	2016ascl.soft06006B
1606.013	Pennucci, Timothy T.; Demorest, Paul B.; Ransom, Scott M.	2	2016ascl.soft06013P
1606.014	Newville, Matthew; Stensitzki, Till; Allen, Daniel B; Rawlik, Michal; Ingargiola, Antonino; Nelson, Andrew	23	2016ascl.soft06014N
1607.002	Perret, Valentin	3	2016ascl.soft07002P
1607.007	Murthy, Jayant; Rahna, P. T; Safonova, M.; Sutaria, F.; Gudennavar, S. B.; Bubbly, S. G.	2	2016ascl.soft07007M
1607.008	Kovács, G.; Zucker, S.; Mazeh, T.	1	2016ascl.soft07008K
1607.010	Parviainen, Hannu; Pope, Benjamin; Aigrain, Suzanne	2	2016ascl.soft07010P
1607.011	Estalella, Robert	1	2016ascl.soft07011E
1607.012	Brahm, Rafael; Jordan, Andres; Hartman, Joel; Bakos, Gaspar	1	2016ascl.soft07012B
1607.018	Ho, I-Ting	3	2016ascl.soft07018H
1608.001	Huppenkothen, Daniela; Bachetti, Matteo; Stevens, Abigail L.; Migliari, Simone; Balm, Paul	4	2016ascl.soft08001H
1608.004	Cubillos, Patricio; Blecic, Jasmina; Harrington, Joseph; Rojo, Patricio; Lust, Nate; Bowman, Oliver; Stemm, Madison; Foster, Andrew; Loredo, Thomas J.; Fortney, Jonathan; Madhusudhan, Nikku	4	2016ascl.soft08004C
1608.006	Gemini Observatory; AURA	3	2016ascl.soft08006G
1608.009	Koch, Eric W.; Rosolowsky, Erik W.	1	2016ascl.soft08009K
1608.010	Ginsburg, Adam; Robitaille, Thomas; Beaumont, Chris	2	2016ascl.soft08010G
1608.013	Dolphin, Andrew	21	2016ascl.soft08013D
1608.015	Davis, Benjamin L.; Berrier, Joel C.; Shields, Douglas W.; Kennefick, Julia; Kennefick, Daniel; Seigar, Marc S.; Lacy, Claud H. S.; Puerari, Ivânio	3	2016ascl.soft08015D
1608.018	Gourgoulhon, Eric; Grandclément, Philippe; Marck, Jean-Alain; Novak, Jérôme; Taniguchi, Keisuke	14	2016ascl.soft08018G
1609.001	Merlin, E.; Fontana, A.; Ferguson, H. C.; Dunlop, J. S.; Elbaz, D.; Bourne, N.; Bruce, V. A.; Buitrago, F.; Castellano, M.; Schreiber, C.; Grazian, A.; McLure, R. J.; Okumura, K.; Shu, X.; Wang, T.; Amorín, R.; Boutsia, K.; Cappelluti, N.; Comastri, A.; Derriere, S.; Faber, S. M.; Santini, P.	1	2016ascl.soft09001M
1609.009	Page, Dany	7	2016ascl.soft09009P
1609.011	Bradley, Larry; Sipocz, Brigitta; Robitaille, Thomas; Tollerud, Erik; Deil, Christoph; Vinícius, Zè; Barbary, Kyle; Günther, Hans Moritz; Bostroem, Azalee; Droettboom, Michael; Bray, Erik; Bratholm, Lars Andersen; Pickering, T. E.; Craig, Matt; Pascual, Sergio; Greco, Johnny; Donath, Axel; Kerzendorf, Wolfgang; Littlefair, Stuart; Barentsen, Geert; D'Eugenio, Francesco; Weaver, Benjamin Alan	14	2016ascl.soft09011B
